30000 30010
21254 20275 -619
1546 21254 -702
1594 1546 -738
16979 1594 -611
550 16979 -463
9512 550 -11
15395 9512 -909
13844 15395 -176
2717 13844 -938
14013 2717 -94
12002 14013 -456
1654 12002 -804
19957 1654 -561
20075 19957 -265
17472 20075 -399
14233 17472 -515
20058 14233 -12
11488 20058 -941
25314 11488 -476
29078 25314 -124
26887 29078 -57
29439 26887 -809
8751 29439 -701
14520 8751 -868
17395 14520 -574
24939 17395 -316
20855 24939 -74
14456 20855 -756
20441 14456 -476
12232 20441 -827
7114 12232 -824
9936 7114 -170
8679 9936 -740
6280 8679 -275
29558 6280 -16
14653 29558 -761
8029 14653 -468
4435 8029 -964
6888 4435 -292
3569 6888 -465
6897 3569 -199
14226 6897 -610
3351 14226 -975
14234 3351 -773
1411 14234 -862
2896 1411 -691
11076 2896 -898
22107 11076 -446
11425 22107 -360
13721 11425 -224
20337 13721 -71
19539 20337 -603
12685 19539 -931
4250 12685 -196
1623 4250 -270
15540 1623 -277
23190 15540 -896
20428 23190 -374
3675 20428 -625
3866 3675 -981
15330 3866 -881
20797 15330 -95
4033 20797 -577
25897 4033 -477
9939 25897 -322
4501 9939 -850
29004 4501 -973
24342 29004 -576
6314 24342 -225
17443 6314 -432
28576 17443 -526
26666 28576 -473
1756 26666 -486
4087 1756 -191
17077 4087 -868
5050 17077 -540
228 5050 -616
17518 228 -358
5262 17518 -414
20539 5262 -903
24778 20539 -190
20692 24778 -274
18426 20692 -957
384 18426 -734
27252 384 -424
18527 27252 -245
23700 18527 -774
5532 23700 -674
25598 5532 -650
13990 25598 -268
2903 13990 -906
6073 2903 -688
15839 6073 -287
27823 15839 -246
9555 27823 -854
23735 9555 -306
21250 23735 -229
11746 21250 -341
13013 11746 -146
13477 13013 -862
14418 13477 -653
2760 14418 -300
2103 2760 -147
29231 2103 -400
20751 29231 -311
6040 20751 -341
3785 6040 -966
28064 3785 -577
18511 28064 -376
9588 18511 -648
6924 9588 -676
24288 6924 -653
14435 24288 -699
17442 14435 -690
17955 17442 -911
11809 17955 -302
9327 11809 -369
25465 9327 -644
23214 25465 -102
4254 23214 -970
25273 4254 -601
3112 25273 -807
8455 3112 -677
12814 8455 -710
24492 12814 -542
10101 24492 -241
28264 10101 -585
13586 28264 -591
4714 13586 -836
29948 4714 -497
7488 29948 -319
632 7488 -541
12011 632 -960
19282 12011 -219
3290 19282 -858
8758 3290 -407
21966 8758 -931
15474 21966 -867
6350 15474 -191
19146 6350 -309
8904 19146 -285
26238 8904 -634
10785 26238 -738
18424 10785 -728
17134 18424 -137
7714 17134 -377
25030 7714 -725
29266 25030 -666
16829 29266 -422
20926 16829 -697
9856 20926 -540
25611 9856 -109
24794 25611 -727
24864 24794 -31
24140 24864 -945
19565 24140 -989
6372 19565 -623
28237 6372 -264
15743 28237 -793
24115 15743 -230
26870 24115 -959
28016 26870 -681
1946 28016 -60
25468 1946 -948
5034 25468 -715
1612 5034 -219
14302 1612 -301
17476 14302 -221
27452 17476 -577
19466 27452 -650
20034 19466 -710
17415 20034 -966
12049 17415 -384
18314 12049 -843
9774 18314 -897
8439 9774 -192
1334 8439 -192
21848 1334 -311
3616 21848 -278
10220 3616 -370
19612 10220 -61
23152 19612 -467
17510 23152 -545
7322 17510 -68
5280 7322 -283
9985 5280 -891
10966 9985 -576
27965 10966 -119
613 27965 -330
26646 613 -186
12555 26646 -205
2709 12555 -382
27271 2709 -391
2777 27271 -19
15545 2777 -720
19004 15545 -67
15514 19004 -150
16368 15514 -93
5829 16368 -746
5788 5829 -530
7447 5788 -690
15205 7447 -641
1023 15205 -10
10944 1023 -966
9206 10944 -536
6820 9206 -724
28578 6820 -777
3202 28578 -70
13920 3202 -991
696 13920 -844
25441 696 -164
8832 25441 -766
22138 8832 -433
11531 22138 -403
26368 11531 -205
23043 26368 -13
6641 23043 -430
9135 6641 -108
29270 9135 -144
26317 29270 -35
1272 26317 -589
6026 1272 -800
12117 6026 -951
11801 12117 -471
10471 11801 -667
28785 10471 -248
6997 28785 -741
6173 6997 -458
25569 6173 -248
15374 25569 -17
17045 15374 -635
23654 17045 -286
22203 23654 -221
472 22203 -330
10793 472 -829
17256 10793 -68
18325 17256 -965
28001 18325 -181
28281 28001 -242
23747 28281 -416
7092 23747 -478
13484 7092 -559
23691 13484 -830
21533 23691 -694
23725 21533 -735
11937 23725 -712
9906 11937 -848
14844 9906 -682
23057 14844 -608
2389 23057 -242
17896 2389 -83
9152 17896 -857
29132 9152 -155
20155 29132 -890
17700 20155 -325
20651 17700 -953
16350 20651 -300
7885 16350 -872
28652 7885 -810
9021 28652 -865
16225 9021 -425
28028 16225 -158
25888 28028 -110
21018 25888 -473
20117 21018 -562
4069 20117 -579
5057 4069 -989
21343 5057 -216
28118 21343 -952
2054 28118 -110
12530 2054 -788
14735 12530 -320
25290 14735 -502
2194 25290 -185
7486 2194 -508
11126 7486 -34
13459 11126 -529
2792 13459 -755
1378 2792 -898
17732 1378 -538
438 17732 -695
14669 438 -388
26016 14669 -839
27760 26016 -585
14479 27760 -673
1523 14479 -623
28552 1523 -256
2370 28552 -13
15668 2370 -777
3252 15668 -538
9231 3252 -630
29925 9231 -145
18865 29925 -922
7892 18865 -606
28795 7892 -181
18915 28795 -804
26007 18915 -850
10212 26007 -556
23276 10212 -796
20558 23276 -698
1066 20558 -209
18966 1066 -254
14916 18966 -78
25817 14916 -829
8234 25817 -654
7105 8234 -218
10089 7105 -677
24972 10089 -851
13701 24972 -967
12059 13701 -348
28448 12059 -714
19494 28448 -77
6011 19494 -317
29278 6011 -19
27652 29278 -878
3788 27652 -27
3178 3788 -850
28736 3178 -928
9251 28736 -913
19233 9251 -97
22648 19233 -562
22086 22648 -895
10257 22086 -763
6251 10257 -264
721 6251 -570
15563 721 -134
5095 15563 -558
15754 5095 -21
4223 15754 -196
26444 4223 -199
15731 26444 -176
15710 15731 -683
9617 15710 -503
29203 9617 -654
24299 29203 -946
4722 24299 -24
10342 4722 -39
2447 10342 -529
19254 2447 -139
17466 19254 -320
25831 17466 -96
25061 25831 -995
14427 25061 -594
12692 14427 -755
7792 12692 -842
23965 7792 -143
18679 23965 -214
12262 18679 -480
24340 12262 -515
14597 24340 -885
342 14597 -790
19064 342 -919
3579 19064 -328
13118 3579 -967
15106 13118 -16
8054 15106 -376
22046 8054 -562
11091 22046 -513
22377 11091 -818
9682 22377 -598
26586 9682 -457
20380 26586 -354
20132 20380 -2
12287 20132 -986
25609 12287 -194
10995 25609 -965
22766 10995 -623
28836 22766 -247
21759 28836 -664
3587 21759 -991
26347 3587 -244
20186 26347 -497
24066 20186 -20
22182 24066 -423
13676 22182 -697
6527 13676 -597
7940 6527 -77
21660 7940 -71
13560 21660 -184
7959 13560 -815
28210 7959 -326
20150 28210 -30
7187 20150 -88
15521 7187 -686
10211 15521 -259
6143 10211 -313
26201 6143 -212
6030 26201 -745
25094 6030 -681
14416 25094 -125
22900 14416 -777
20330 22900 -806
29832 20330 -928
18880 29832 -102
5343 18880 -2
22051 5343 -71
17449 22051 -3
8687 17449 -605
14943 8687 -508
14323 14943 -340
21882 14323 -586
1314 21882 -852
23402 1314 -826
5441 23402 -854
3119 5441 -204
22759 3119 -513
4297 22759 -118
29414 4297 -353
22995 29414 -342
7243 22995 -492
15035 7243 -140
2120 15035 -16
24136 2120 -835
4268 24136 -586
1648 4268 -943
20893 1648 -870
26864 20893 -977
20904 26864 -334
734 20904 -32
21484 734 -977
9348 21484 -608
27607 9348 -651
26312 27607 -811
3777 26312 -646
11012 3777 -650
27668 11012 -898
4539 27668 -153
6161 4539 -746
6842 6161 -777
624 6842 -372
23291 624 -939
22695 23291 -174
10214 22695 -300
23836 10214 -431
16064 23836 -339
20171 16064 -208
22983 20171 -703
15687 22983 -137
20542 15687 -427
1354 20542 -273
2134 1354 -398
14054 2134 -94
439 14054 -682
18451 439 -19
7831 18451 -416
18743 7831 -2
6587 18743 -123
19699 6587 -976
24611 19699 -853
1264 24611 -966
3083 1264 -637
22553 3083 -97
21749 22553 -310
5183 21749 -618
3286 5183 -72
10651 3286 -380
28070 10651 -638
5395 28070 -503
6678 5395 -517
7746 6678 -235
2106 7746 -188
28896 2106 -826
16459 28896 -651
18519 16459 -581
12238 18519 -46
19313 12238 -817
5864 19313 -952
17065 5864 -21
25507 17065 -238
15962 25507 -86
17726 15962 -750
16497 17726 -868
20264 16497 -749
5575 20264 -709
27866 5575 -34
16358 27866 -569
4018 16358 -272
2197 4018 -645
3223 2197 -564
2286 3223 -466
21455 2286 -996
17177 21455 -752
8703 17177 -737
11317 8703 -778
10812 11317 -651
11758 10812 -315
23660 11758 -808
17680 23660 -770
3516 17680 -653
485 3516 -749
21844 485 -639
23719 21844 -107
22013 23719 -502
11662 22013 -145
27588 11662 -779
10037 27588 -961
22077 10037 -273
9770 22077 -706
16562 9770 -154
9432 16562 -639
24042 9432 -280
1480 24042 -73
29549 1480 -457
24224 29549 -683
28499 24224 -641
7452 28499 -168
15353 7452 -132
3174 15353 -824
17059 3174 -265
3908 17059 -572
26682 3908 -370
25069 26682 -606
22442 25069 -961
1644 22442 -309
18976 1644 -597
25878 18976 -571
24894 25878 -552
13471 24894 -950
4218 13471 -667
1609 4218 -374
12349 1609 -662
22473 12349 -540
10990 22473 -383
6714 10990 -880
2703 6714 -876
906 2703 -799
21667 906 -628
290 21667 -906
29238 290 -405
270 29238 -633
28904 270 -983
2528 28904 -285
202 2528 -502
16610 202 -802
18255 16610 -314
18651 18255 -988
22591 18651 -533
28562 22591 -680
617 28562 -1000
9976 617 -594
20178 9976 -547
21613 20178 -63
6942 21613 -581
5215 6942 -387
3032 5215 -41
23717 3032 -789
10279 23717 -33
28332 10279 -604
3533 28332 -364
26695 3533 -419
29410 26695 -537
19597 29410 -946
25948 19597 -841
19667 25948 -83
11850 19667 -932
18950 11850 -884
15937 18950 -528
9903 15937 -108
16642 9903 -207
23061 16642 -577
21634 23061 -609
3756 21634 -903
21179 3756 -264
10798 21179 -831
17149 10798 -95
18660 17149 -664
26129 18660 -490
27996 26129 -89
15523 27996 -622
12980 15523 -988
13434 12980 -678
18897 13434 -566
14137 18897 -934
21362 14137 -318
27041 21362 -333
9667 27041 -833
17468 9667 -278
3512 17468 -951
2104 3512 -109
16638 2104 -957
14459 16638 -192
21646 14459 -841
3453 21646 -634
17373 3453 -574
10606 17373 -647
11528 10606 -659
13774 11528 -184
13129 13774 -862
6873 13129 -33
9734 6873 -154
26909 9734 -618
26465 26909 -92
1604 26465 -797
28364 1604 -196
24151 28364 -837
8783 24151 -261
7547 8783 -915
20956 7547 -204
21222 20956 -554
3454 21222 -785
25994 3454 -782
24304 25994 -677
9562 24304 -758
1301 9562 -772
23241 1301 -300
26241 23241 -760
4505 26241 -769
2051 4505 -465
5903 2051 -152
6328 5903 -93
29447 6328 -209
2261 29447 -55
8881 2261 -571
25083 8881 -257
28050 25083 -413
3296 28050 -768
18939 3296 -207
4811 18939 -155
7125 4811 -890
12186 7125 -206
8722 12186 -864
18024 8722 -167
601 18024 -438
27298 601 -373
5603 27298 -785
19701 5603 -960
4417 19701 -862
27437 4417 -976
5875 27437 -875
3124 5875 -958
14403 3124 -776
11846 14403 -372
933 11846 -933
7102 933 -403
17294 7102 -848
28860 17294 -428
16390 28860 -874
26199 16390 -966
12629 26199 -899
18340 12629 -297
7924 18340 -653
21454 7924 -348
1708 21454 -733
23845 1708 -968
3926 23845 -862
7669 3926 -395
157 7669 -428
16315 157 -378
26028 16315 -394
18111 26028 -997
28564 18111 -818
15421 28564 -421
1338 15421 -12
17371 1338 -372
9069 17371 -875
11940 9069 -68
20646 11940 -207
28130 20646 -250
5606 28130 -515
27644 5606 -951
1473 27644 -15
6953 1473 -149
24200 6953 -61
9495 24200 -178
20933 9495 -434
26790 20933 -590
19511 26790 -107
1786 19511 -327
23597 1786 -250
2620 23597 -736
835 2620 -362
2984 835 -379
8248 2984 -984
14389 8248 -927
4331 14389 -169
14271 4331 -418
15783 14271 -248
23908 15783 -974
16895 23908 -934
1725 16895 -442
1277 1725 -591
7878 1277 -679
14633 7878 -519
25339 14633 -121
8280 25339 -902
888 8280 -144
22931 888 -73
25157 22931 -855
5712 25157 -596
2131 5712 -659
17060 2131 -756
5833 17060 -114
5772 5833 -197
5362 5772 -691
17040 5362 -249
22435 17040 -259
13642 22435 -621
27395 13642 -573
27523 27395 -249
6524 27523 -212
8314 6524 -379
19291 8314 -325
411 19291 -37
21551 411 -254
29520 21551 -319
28966 29520 -108
15208 28966 -717
20950 15208 -468
21245 20950 -42
28404 21245 -99
10186 28404 -354
5971 10186 -802
3267 5971 -87
16468 3267 -537
5143 16468 -99
10557 5143 -876
19490 10557 -245
26550 19490 -84
1391 26550 -576
2797 1391 -143
22623 2797 -770
3154 22623 -154
6760 3154 -633
27613 6760 -969
14931 27613 -952
29343 14931 -413
12387 29343 -348
25237 12387 -472
143 25237 -575
21337 143 -689
8981 21337 -536
17497 8981 -402
8410 17497 -270
13451 8410 -910
18771 13451 -134
21585 18771 -730
22793 21585 -810
22735 22793 -708
13762 22735 -201
11516 13762 -830
10898 11516 -682
328 10898 -866
25690 328 -746
25011 25690 -562
3320 25011 -217
17562 3320 -445
5770 17562 -444
9518 5770 -293
20038 9518 -418
2450 20038 -712
20807 2450 -328
19915 20807 -605
15880 19915 -984
10082 15880 -473
15601 10082 -905
27774 15601 -668
13287 27774 -325
15090 13287 -142
28151 15090 -230
27514 28151 -399
24396 27514 -815
28532 24396 -114
22356 28532 -714
8170 22356 -867
26540 8170 -362
12826 26540 -123
24271 12826 -867
22071 24271 -343
28081 22071 -353
22902 28081 -919
317 22902 -157
640 317 -865
14122 640 -899
11332 14122 -290
670 11332 -868
2414 670 -784
28938 2414 -525
6185 28938 -113
25562 6185 -460
3540 25562 -700
18899 3540 -852
8167 18899 -4
6104 8167 -209
18491 6104 -944
18658 18491 -239
15073 18658 -189
6322 15073 -190
29539 6322 -779
5505 29539 -30
127 5505 -620
6862 127 -471
8129 6862 -122
5897 8129 -142
27095 5897 -95
4794 27095 -845
14711 4794 -991
21806 14711 -384
13678 21806 -283
15244 13678 -549
7277 15244 -430
2052 7277 -53
6359 2052 -468
6326 6359 -976
211 6326 -811
3444 211 -315
12551 3444 -844
7240 12551 -113
3767 7240 -565
13182 3767 -228
26725 13182 -93
19414 26725 -369
6540 19414 -2
9610 6540 -571
839 9610 -159
15059 839 -35
17783 15059 -360
21905 17783 -511
19344 21905 -185
16526 19344 -351
26470 16526 -447
18793 26470 -835
1399 18793 -280
9446 1399 -583
9795 9446 -752
15943 9795 -795
6332 15943 -953
29745 6332 -83
23321 29745 -732
23531 23321 -655
23978 23531 -935
11694 23978 -661
24852 11694 -821
26891 24852 -990
23186 26891 -156
9828 23186 -532
14295 9828 -790
22394 14295 -914
11442 22394 -456
3481 11442 -42
27743 3481 -802
2237 27743 -358
3829 2237 -475
2245 3829 -181
9959 2245 -749
20107 9959 -264
5333 20107 -530
17078 5333 -718
17925 17078 -781
12885 17925 -982
8949 12885 -947
3880 8949 -571
17179 3880 -999
639 17179 -403
2039 639 -778
7031 2039 -709
11766 7031 -898
754 11766 -991
27712 754 -80
24479 27712 -290
22652 24479 -468
4412 22652 -160
17748 4412 -775
8026 17748 -385
16671 8026 -846
4608 16671 -219
25836 4608 -855
10033 25836 -15
6535 10033 -265
8654 6535 -505
868 8654 -205
5424 868 -917
3447 5424 -582
19180 3447 -850
11707 19180 -185
10712 11707 -686
3613 10712 -143
11607 3613 -138
16753 11607 -925
6741 16753 -409
8039 6741 -704
4766 8039 -350
17326 4766 -500
10755 17326 -820
27191 10755 -875
29344 27191 -222
2255 29344 -921
22113 2255 -395
3457 22113 -198
19599 3457 -689
8406 19599 -172
8304 8406 -651
29415 8304 -454
10160 29415 -938
14120 10160 -722
25431 14120 -770
29796 25431 -328
824 29796 -308
1586 824 -508
12078 1586 -171
3649 12078 -652
23509 3649 -487
16581 23509 -164
22024 16581 -99
3300 22024 -25
24697 3300 -152
20405 24697 -224
4658 20405 -461
18475 4658 -495
3354 18475 -66
15584 3354 -375
15913 15584 -126
16441 15913 -583
1312 16441 -519
19748 1312 -940
10619 19748 -544
23158 10619 -627
13468 23158 -373
2739 13468 -742
18565 2739 -888
1859 18565 -254
24338 1859 -57
14757 24338 -532
18550 14757 -902
9033 18550 -826
14311 9033 -621
27535 14311 -385
1058 27535 -336
5419 1058 -892
19069 5419 -498
20635 19069 -900
20954 20635 -990
23911 20954 -943
21353 23911 -156
17480 21353 -93
15678 17480 -420
18846 15678 -283
10574 18846 -689
3486 10574 -663
8803 3486 -866
16307 8803 -765
4628 16307 -511
5459 4628 -65
14021 5459 -52
4985 14021 -140
28500 4985 -600
6078 28500 -202
24339 6078 -584
17924 24339 -992
7851 17924 -831
29235 7851 -497
25516 29235 -835
27937 25516 -233
22093 27937 -8
1870 22093 -232
23070 1870 -563
26207 23070 -368
5587 26207 -738
18782 5587 -828
17198 18782 -699
15590 17198 -120
10956 15590 -540
5687 10956 -583
18145 5687 -554
29615 18145 -547
27050 29615 -633
5238 27050 -440
26867 5238 -344
7776 26867 -5
5703 7776 -324
13032 5703 -111
12559 13032 -581
293 12559 -793
24800 293 -762
7254 24800 -402
18682 7254 -306
26070 18682 -126
16745 26070 -450
18413 16745 -296
7368 18413 -493
18733 7368 -280
17366 18733 -861
2128 17366 -825
208 2128 -518
24517 208 -495
18391 24517 -430
26443 18391 -722
22403 26443 -170
29367 22403 -976
12217 29367 -641
9837 12217 -35
25470 9837 -715
4275 25470 -398
6860 4275 -395
23562 6860 -252
5978 23562 -189
21803 5978 -751
14555 21803 -630
2827 14555 -572
16246 2827 -503
7765 16246 -798
25607 7765 -969
20172 25607 -784
17527 20172 -534
7334 17527 -532
18121 7334 -466
22815 18121 -252
2901 22815 -409
10968 2901 -21
3605 10968 -668
27311 3605 -763
22011 27311 -373
9444 22011 -221
27493 9444 -622
9128 27493 -591
6604 9128 -151
776 6604 -736
5041 776 -417
11346 5041 -448
8352 11346 -579
24311 8352 -427
19533 24311 -272
23770 19533 -445
15788 23770 -336
12525 15788 -836
21485 12525 -766
5711 21485 -604
12115 5711 -776
23924 12115 -954
2990 23924 -218
10669 2990 -850
18719 10669 -465
29452 18719 -837
7723 29452 -673
4391 7723 -969
20188 4391 -973
18803 20188 -348
24569 18803 -631
29800 24569 -397
2454 29800 -818
18859 2454 -338
599 18859 -294
18936 599 -990
9119 18936 -881
20507 9119 -422
2979 20507 -635
25272 2979 -347
23207 25272 -655
21702 23207 -308
13899 21702 -44
14112 13899 -771
17520 14112 -662
2498 17520 -144
12971 2498 -938
27459 12971 -723
7744 27459 -450
778 7744 -812
24469 778 -334
9702 24469 -943
25144 9702 -747
23647 25144 -438
1583 23647 -829
28566 1583 -785
2330 28566 -198
6564 2330 -564
26848 6564 -300
16640 26848 -492
11772 16640 -930
25918 11772 -955
23079 25918 -394
20349 23079 -542
589 20349 -851
10940 589 -315
19640 10940 -113
13826 19640 -967
11282 13826 -993
16455 11282 -371
17825 16455 -475
1535 17825 -868
22096 1535 -815
22509 22096 -436
499 22509 -660
14500 499 -283
559 14500 -611
13622 559 -663
25570 13622 -68
26850 25570 -916
21079 26850 -649
6387 21079 -734
399 6387 -986
26588 399 -644
16419 26588 -318
5759 16419 -667
27217 5759 -256
7356 27217 -114
22859 7356 -69
10180 22859 -611
20832 10180 -616
17428 20832 -783
3877 17428 -453
10199 3877 -248
20134 10199 -179
19905 20134 -918
20941 19905 -533
24694 20941 -994
15890 24694 -420
