15000 120000
11664 146 844
13780 6069 206
7193 14174 111
4686 5794 535
10553 9367 70
7043 3615 899
9759 5315 128
11957 12372 763
11748 3726 705
9633 10503 147
818 6307 204
873 2289 604
12789 2704 758
10474 8055 676
7679 4909 310
9400 4729 691
1174 10333 369
3602 12222 909
9682 12878 360
14659 14645 869
858 6934 841
6077 1252 588
876 14505 672
10904 10371 -9
7345 10560 989
8535 12675 72
865 513 657
7858 4656 228
2533 2861 131
9260 5935 678
9575 1530 939
13667 13280 724
3605 9876 945
4588 11066 432
362 12905 600
10857 888 274
12645 469 918
9616 6804 57
14306 5357 -4
10380 9328 697
8476 9100 579
7696 3293 820
6844 7689 572
216 2295 939
10532 5407 701
2032 6777 587
6709 7332 978
3555 12056 611
834 932 360
9240 613 329
10410 14039 986
13770 8544 179
13188 12834 117
13250 2482 458
6729 5828 576
11010 13155 130
6614 8693 117
11483 2533 301
10961 4338 617
4220 10286 220
13831 9058 464
5339 809 23
9360 992 426
11659 8207 3
2140 3957 410
2414 7149 286
7146 11104 862
5244 3416 91
10375 5870 528
326 1677 101
1858 11914 951
11286 9832 -1
12525 5446 114
7712 14932 914
5897 7119 588
2791 6382 79
5164 3488 409
11287 12500 348
1233 305 899
12834 3402 755
9941 9184 813
1201 367 951
14507 8631 782
3680 9571 817
14536 5349 34
11290 5660 711
13860 5020 806
6748 13947 578
11039 11496 1
1352 427 603
13365 14051 13
8508 7296 442
9604 13315 344
2968 597 193
2256 14906 185
2288 29 4
809 10207 823
2824 1655 722
12858 4530 531
3868 10638 505
2317 7263 342
8228 9287 236
8485 5032 782
4091 8283 628
1016 14976 510
9351 2885 81
3843 7421 564
11875 3741 106
1996 9898 864
14605 2003 214
6999 1244 348
6010 10175 791
856 722 768
4090 1751 720
8853 9222 737
1650 6582 859
14270 14282 618
12406 14331 149
8867 4393 189
3764 9263 996
10716 4536 533
11418 14448 612
9742 11567 119
7108 9437 370
5081 12063 925
11722 7538 613
14794 12283 588
10464 5994 845
7082 1866 290
14460 4547 526
2978 13029 393
5250 221 610
10406 3394 765
10973 13510 924
8008 4674 398
9582 3397 705
508 518 145
5096 3334 297
1600 11686 407
8145 8768 92
7209 12818 255
6257 4262 660
1552 7250 114
11351 10364 700
13437 3450 162
13886 6950 787
13202 13091 764
852 3182 185
8459 8200 642
13990 5407 686
8659 10236 86
8034 3397 261
8575 1073 808
9502 4297 374
2769 306 392
292 9763 62
7464 7192 144
6924 9678 266
8107 5147 13
12365 3100 557
10961 4042 214
8449 3547 822
2664 13250 98
11712 5461 531
11905 6331 152
9346 4496 823
9012 11396 -3
135 2647 561
8762 3897 991
499 14490 441
12652 740 406
12628 14555 869
10129 13856 947
14484 3640 800
3324 12264 738
11507 1029 574
14167 14924 80
5190 11178 435
11310 6265 662
13614 13681 48
10015 3649 431
1642 7536 436
12846 6481 71
522 2831 234
13253 3276 659
2725 11829 899
3717 74 849
3303 1698 989
7394 13637 23
11732 10942 874
10279 13717 810
1038 7116 323
7447 8800 148
9240 1204 857
11043 9817 365
8209 1835 386
8942 5551 507
9933 3405 238
11288 6843 986
9516 4904 502
3316 201 52
4345 518 696
6194 14743 444
10137 13780 64
585 1870 305
389 8129 211
1451 9106 700
14078 14117 845
5664 9061 350
1168 12616 653
5324 14384 252
5135 4597 629
11862 11494 236
13066 6193 668
4368 10458 899
3652 8548 74
12479 446 372
9389 14103 306
4367 5360 104
10725 10221 143
2609 4845 353
4109 5235 814
914 7940 332
11985 4532 294
9024 10308 204
444 4604 845
12316 14363 228
14725 4666 323
11717 5356 807
4813 3774 985
5954 4666 548
4136 170 195
7658 11472 193
7606 4370 835
5490 5228 369
14848 7697 237
13701 8165 442
11262 12844 898
1793 9441 734
1456 8463 52
11634 13442 172
5364 9416 617
5114 1709 710
8871 7383 257
1602 9252 898
14233 11354 289
10752 5783 313
1377 4449 256
4005 12194 728
3121 10527 871
4778 8543 836
3187 8532 88
2505 11507 88
13270 8840 240
3870 7901 458
11271 10905 973
13067 7408 701
747 9225 708
6343 4784 929
11522 8230 454
7342 4038 268
2185 2177 128
4886 3045 214
6520 4382 848
11082 7161 921
4936 10454 388
699 3456 901
6814 12661 781
4688 1747 435
11822 1552 30
10130 14511 449
5571 11869 192
12124 5778 -7
7223 13953 643
3114 3006 824
5944 5549 72
13145 8281 127
2358 14495 162
595 10765 931
14709 9076 488
10887 13160 21
9610 13748 315
12813 3789 680
14192 11084 253
6318 3564 74
5249 10968 498
3894 4794 102
8577 12282 583
1411 5713 711
13150 14136 464
6906 1556 692
4377 1716 400
14947 584 765
13793 5421 642
12353 11431 160
9235 1746 691
9524 13979 469
2116 6561 424
7104 13990 677
10626 12623 412
14846 6529 292
7831 1412 918
8032 12334 562
14620 50 832
8887 14388 515
13623 3289 870
620 3163 385
7459 701 921
9362 9245 260
8239 11778 465
1363 11880 928
1943 6461 386
9377 8247 898
2472 3223 650
9493 7353 681
12636 9886 287
9157 7235 732
7297 5856 724
12916 1491 787
12753 5406 805
2732 8333 908
1775 13382 598
10642 11748 557
2350 76 179
14713 2951 15
552 13239 231
8437 278 681
14552 9376 123
11587 6522 506
1745 5766 252
10594 10534 802
7664 7752 704
10465 9378 464
10753 4688 645
13977 1475 110
10152 5877 79
7094 11764 462
11809 13237 683
246 9921 656
7548 1744 23
13373 5691 910
14966 14100 685
7321 11147 597
2698 13408 200
9119 6661 322
886 2192 469
2863 14743 86
4175 8998 947
7532 3570 160
6661 13760 199
6179 1004 574
3186 11630 27
4172 11156 550
4727 1223 497
11762 12970 741
1779 13326 154
11388 9999 434
4975 7627 886
10866 8710 479
1197 8129 778
1181 12044 621
6556 3408 954
14224 14195 446
3203 11766 396
2719 4161 489
1928 12615 343
6120 4087 928
5330 11797 175
2060 6125 860
465 8260 410
1564 9404 225
12941 6321 613
4109 13543 314
6858 14251 22
11567 10191 203
7865 10189 103
6141 2266 363
3165 7238 183
10229 8596 545
11121 7485 6
3253 1203 883
340 3263 294
9663 2025 244
12246 1470 267
7674 5121 576
4412 3122 727
11276 7975 572
10994 8714 29
9792 9187 227
5390 12035 104
8073 6531 649
1142 13514 457
4346 3741 805
5527 5597 184
12585 916 285
3000 949 7
3518 8362 68
3858 5127 274
13718 13616 974
9096 5677 779
12602 12395 411
8068 2197 641
4303 11218 481
4049 12178 230
13238 5888 667
5669 14989 683
8792 11976 770
6082 12520 133
12230 14030 567
1185 4960 17
2891 2432 88
6888 1305 989
14634 4230 472
786 3473 899
1887 13072 932
8672 1585 548
13785 8309 153
8219 14090 307
6541 8794 824
5012 13022 718
2451 11524 347
14154 3371 35
438 10237 558
5807 1563 248
3676 7143 39
463 8531 218
12036 13184 50
8390 3809 483
11431 1323 871
2416 5058 129
11228 4230 950
3247 4451 719
3734 3140 223
11808 1092 56
11722 3442 225
14476 1680 137
6784 13989 939
8782 2581 666
10178 6933 791
14676 4575 301
6804 5881 740
3356 5050 406
6554 6138 542
7027 1308 621
7497 11388 202
10911 10795 792
13188 2389 804
7480 8624 255
11732 7875 465
7386 11651 247
3603 3270 670
150 7236 213
9325 13315 119
1983 6856 43
1268 3015 421
10481 5615 4
12656 13299 562
10335 3124 538
13831 12924 283
7032 8332 519
11486 11420 135
5885 13575 164
1205 8646 575
4743 8035 842
13989 7936 494
9452 3408 843
4428 4384 303
3173 662 647
8678 1846 662
5969 3524 941
4865 9431 775
4113 11789 80
11456 11748 658
6873 13114 648
13624 3574 515
10684 2533 416
6185 11005 883
3630 2206 963
10381 7063 617
14252 10802 952
13948 8071 217
2106 10945 507
5171 14795 518
890 6696 495
3111 2611 798
5884 1428 643
2208 11434 532
8181 11182 800
6538 6056 192
3581 9807 81
3509 9808 342
8081 9887 380
7110 765 -7
10332 12208 730
12980 11526 975
4249 10756 695
13469 9585 566
760 24 251
7387 6355 926
7943 4900 599
7822 2762 485
876 1981 241
2698 3699 612
5849 838 328
12995 13737 919
12408 1926 729
3261 701 213
759 1797 15
14600 4900 17
11629 14952 632
12560 4841 158
417 12633 459
12052 5375 485
9422 8918 188
572 7176 624
4474 952 427
6273 9251 717
12227 6034 795
13860 9534 339
13188 6010 908
11119 12018 771
3157 3146 664
14694 3990 328
4637 5932 411
5616 11460 703
4838 8339 193
10237 435 902
5136 604 341
8078 10228 449
2914 14500 301
12900 5510 885
5801 11 439
10734 12741 176
7068 5047 881
6651 7772 912
6402 11554 842
9206 12083 340
14673 9966 923
11354 10135 868
8690 14549 478
7250 9771 551
4899 13630 764
13960 12493 856
13802 3555 96
12485 13124 817
10322 13703 300
4025 14095 967
14784 13947 24
9971 12006 286
5592 3157 868
14346 6292 830
7548 3484 801
1273 7262 658
1675 14678 510
11420 5510 771
8159 630 309
6916 618 86
3590 6866 237
4881 128 371
9216 6828 670
14912 8404 80
12263 11016 996
10492 9581 857
6115 9092 799
1876 7022 124
9121 11981 297
5132 4262 552
13215 1120 398
3399 3044 743
8460 13051 948
10412 7816 512
5743 1889 674
14111 12509 329
2658 763 583
9901 1013 797
12795 11812 562
14565 11589 82
11560 13461 201
208 9204 675
13138 988 519
7688 3650 173
10202 7137 543
10505 12238 175
71 1541 960
6463 3656 0
10975 452 909
7314 12266 490
4307 13592 370
16 14872 45
14978 7405 2
9596 14208 648
430 12259 839
13162 2225 661
8700 4334 765
6188 3861 760
9494 4298 0
9224 9925 519
10137 5161 -1
11415 12819 721
1170 9074 143
3142 4784 471
8553 9869 906
9061 9809 79
5503 5534 229
11171 7848 431
5112 12085 824
6625 14642 222
5540 11751 468
2183 2522 85
13098 9672 597
4606 6380 348
9007 7513 294
6869 9911 370
11889 4433 495
4869 9254 759
1820 8881 304
7714 1986 674
13686 9198 406
8705 3795 805
5672 5545 442
13432 14602 332
14431 8283 367
996 6541 533
1041 10712 3
7030 1680 350
13493 12182 713
2553 1413 502
4426 8291 688
10218 6787 274
11214 7581 950
8421 12315 480
9360 6230 496
1733 14358 322
12148 5974 313
8467 10007 455
89 12349 201
1367 4975 642
2891 12561 881
5058 8724 200
4398 7395 192
6391 12996 727
6360 627 457
12206 30 92
13405 3637 875
11017 3126 45
9203 2116 220
8559 5540 541
3342 9346 778
405 737 135
8212 10519 463
10535 12916 255
13933 3188 767
2192 11607 322
12050 13858 170
8724 13138 508
3952 13895 691
9181 5544 38
10642 14463 220
13605 576 88
8656 2294 185
9213 14330 120
6588 11240 68
13549 12048 215
12872 4391 502
3421 10410 125
6334 2151 432
9187 4034 636
11313 5687 165
3202 6114 581
3674 13945 917
12587 7245 237
13030 2730 247
9756 6307 45
1674 4199 278
761 12950 421
4299 12241 662
2667 14203 401
3972 14822 832
11351 9798 113
284 6410 733
5337 10319 244
4554 3759 910
1085 9142 471
1792 3792 835
14151 1718 723
9830 6973 692
5633 9296 583
12334 1018 441
4617 5091 640
4401 14500 561
7809 6365 761
13635 7867 710
1037 13343 578
13855 3337 17
12883 11810 217
12207 9912 442
5665 6445 188
7797 7183 595
7931 5329 452
11022 421 245
7700 9597 368
2056 1548 386
3661 4518 998
12191 2066 964
1564 2173 405
6519 10641 276
729 3622 396
6998 13283 871
265 6564 174
1373 2085 954
11476 3485 735
3421 6106 16
8914 4792 155
7211 6483 177
6116 11171 865
14553 10258 859
12165 4803 504
1484 6911 395
176 11441 166
11555 14814 707
6036 5872 114
2654 3198 336
1315 3490 519
14811 3846 358
11395 8907 790
8428 879 829
8799 10090 953
11617 11868 614
13469 14390 75
11867 14654 21
5650 3599 306
11635 6463 921
6041 9229 770
3981 8702 677
13410 1123 692
3401 5848 832
13934 2885 293
938 14997 662
4373 8685 882
11877 1629 590
14003 7390 26
3693 13183 40
11688 4249 128
13864 9298 732
14167 11483 213
12065 2567 491
13444 9663 330
8719 7781 161
