50000 200000
13268 47321 629
44389 37695 646
3795 6632 2
38326 20269 292
43766 22481 379
47544 37130 177
5137 9981 774
4139 1658 771
8632 23698 927
17739 24885 231
9582 40160 640
46481 26914 726
2944 28955 639
30806 21046 859
43684 45517 14
8846 5623 -4
25926 42474 317
36104 48627 976
27210 34305 387
12148 23336 898
4743 13238 23
47236 408 521
46925 43101 120
29258 14878 574
22899 30045 992
11571 33457 961
38129 38974 865
37684 14053 118
31567 10964 930
40686 3852 535
44041 34343 501
41011 18561 321
1939 8529 702
25267 12876 950
45675 36207 151
20568 37610 594
38778 6312 885
9871 37341 32
10856 4284 214
30741 29752 166
14810 24363 542
28357 38395 714
16303 20212 602
29633 10140 537
39577 29995 229
46081 16791 629
27607 44353 798
41293 41469 753
30051 28217 778
27734 36891 331
47277 23649 646
3174 2970 601
10475 39146 277
8871 48916 364
33361 45832 63
47892 4388 440
8767 9276 295
14962 36301 926
5866 5329 81
7199 9664 75
44699 39363 724
19725 29372 530
48051 46402 584
42714 47821 74
31549 35032 578
39767 17222 812
32101 6739 751
17306 26916 526
14581 3744 696
37195 18502 561
20872 27405 111
4865 35803 -2
21319 20427 129
37891 46614 729
15190 36221 686
16443 34065 420
8210 36737 293
24442 17773 29
32172 34495 282
29476 4732 56
481 5414 194
22950 37920 626
20455 16127 265
46508 36329 862
44916 5558 676
25537 2060 377
44684 26288 250
48946 37712 424
25900 2557 519
37703 16944 787
46169 16853 666
858 45414 531
18731 24260 753
48044 45973 201
16390 33124 221
27093 22978 908
46942 23636 528
9534 39654 205
39742 13507 131
3142 37574 631
33279 16366 810
20339 3170 698
39767 5703 47
25022 42182 834
266 32134 488
17905 1811 140
35593 39133 445
3768 18884 72
15255 1393 85
45291 11161 852
47215 45748 48
24814 677 894
49689 30539 489
16036 44494 376
7988 10688 66
45952 10158 337
46048 21433 599
47622 4299 614
38070 3264 847
9737 7903 603
8384 36552 166
33535 24045 161
6863 49885 297
32431 15917 849
47440 15330 693
22051 31518 506
28828 10309 911
18107 35084 818
35 1885 604
12982 43919 132
12902 33406 38
20518 39522 276
34166 47666 677
15052 24510 250
27328 31782 855
25638 2402 998
8375 48903 727
7201 49698 311
44506 25684 307
13931 29940 169
22750 41504 288
23059 22068 384
20563 29839 482
7104 2361 595
24083 581 737
31129 43052 998
26169 15750 401
43230 45987 102
35435 2964 605
15150 12426 972
42049 23377 480
47717 31939 236
30771 3602 125
8395 535 11
22713 14322 775
30054 28080 439
43190 14955 989
13749 5342 953
9968 6744 417
46716 43047 377
48724 36202 601
20230 47756 610
43555 24652 251
30793 21008 954
16585 39292 578
47405 1828 860
35812 34786 852
4794 20436 299
44162 13061 250
38430 12397 480
49904 45204 931
3504 37544 169
35435 14390 319
23997 48200 141
46187 4517 694
13653 32901 51
10522 32395 249
31617 41532 987
557 39384 832
32660 42377 297
2742 20155 854
30119 17564 418
9571 33366 37
39227 34585 905
26340 49113 108
33533 45665 672
47890 22677 814
40703 37012 583
41378 16734 388
45030 26995 269
45209 45121 508
40975 1528 366
34580 45222 461
6024 414 429
14693 23999 32
42243 22184 76
33632 9517 869
11539 18603 746
26600 14682 36
43190 37026 845
46561 31706 351
13375 8241 495
17191 46447 640
10657 34879 300
44795 35756 687
22817 21253 879
38979 47197 546
41874 43145 563
30795 45167 607
35575 46967 889
48576 7256 150
25232 46715 414
3595 3459 171
4654 47341 299
20766 36161 955
29183 8998 56
34488 23169 770
30893 11596 243
5187 36159 212
16417 32143 774
3749 42897 82
25209 30748 775
32715 21510 975
2892 44918 479
38691 41269 952
43727 7600 761
42102 47200 672
18535 1595 943
158 6506 483
14701 5737 407
645 1988 154
47020 47586 754
2223 36450 799
1394 17320 427
43233 47378 257
24577 49466 786
37333 24716 176
44096 16555 744
3998 36481 36
38051 6516 526
40189 24787 916
24327 47293 784
26447 43383 216
39836 49152 809
19876 46772 180
38458 42389 171
3390 39893 156
35297 25976 507
31147 26071 136
3511 22684 99
3880 39125 375
48041 14465 612
40104 33737 510
36541 38761 626
32697 17338 298
3713 43980 902
44496 37505 469
2985 44048 154
15612 18885 833
36395 39944 875
22406 44500 968
12612 6327 835
33906 44011 69
17045 7011 606
19994 14148 97
29457 41335 515
7597 10359 485
35589 42086 53
29905 48713 510
17370 11471 149
22970 38638 28
42572 44732 685
4091 48893 582
40745 14693 622
47699 45143 194
47545 37519 215
48708 23846 133
6910 30418 35
30076 46452 732
7931 20716 586
2094 47296 806
48669 27202 721
10823 32527 356
44611 49119 818
35873 16199 792
44104 30044 184
22373 393 253
16621 44552 338
9666 36741 258
30276 29924 817
37484 24683 499
47345 27223 587
43716 29538 106
29346 43121 859
28974 47827 361
20851 45710 271
22476 49923 683
26401 12696 659
8996 6070 304
2717 42040 923
20320 22044 522
18557 584 734
26486 43114 867
25435 22070 306
39623 43382 332
20047 9660 498
41044 2714 834
33635 28623 182
39218 18263 276
47323 24024 784
19022 23513 242
41678 31208 468
28091 15811 356
44095 40896 42
34219 36719 980
2427 165 840
5101 7079 133
16256 38415 4
31150 3274 752
10971 3560 802
1776 29084 534
11476 8328 352
14054 44498 673
49250 29483 975
47003 11286 816
4754 15645 184
34513 34632 980
23804 24540 891
43303 4046 593
26884 41460 512
38938 45617 164
36599 39992 967
34795 1333 398
38954 24598 315
40109 38376 232
21913 18898 194
37963 41553 553
20836 34905 885
48851 16617 818
14985 37694 402
49530 27675 207
47067 39370 21
25570 37391 941
39598 45202 261
32040 36434 670
39317 16816 299
49890 25153 777
49121 28957 928
48033 45233 758
29091 46416 748
18856 42795 342
46083 860 278
20763 11562 357
49234 34553 239
30366 19641 911
44511 21816 384
27141 14892 842
43091 46856 513
24357 26980 128
30837 20614 515
39598 14752 992
6179 17241 901
39135 6628 750
26977 4098 947
26418 22639 603
49057 37381 948
16720 45147 423
8121 45327 569
20738 34311 307
1997 49544 330
24280 48591 427
37625 24745 93
45535 15365 827
43997 29982 765
48305 19642 618
12577 39837 757
40078 39163 123
12095 30821 435
48371 7386 54
41949 30874 269
43408 49201 527
40563 23306 827
44430 14752 285
43071 44251 625
6339 37313 296
34263 40309 558
3954 44949 717
2468 36941 626
48474 7401 103
6272 40297 692
29451 33788 270
26739 29554 759
44811 47263 360
44791 34466 101
41455 35964 763
26773 29775 362
41195 7552 147
39939 40446 873
3888 32226 204
44843 44955 405
42831 33674 606
21991 42940 22
25974 13651 437
22194 3313 829
24738 14653 756
38282 14339 292
40146 41441 578
49187 48834 560
3611 45422 406
48886 38820 334
44162 11967 280
31022 18881 323
43766 15428 277
32167 47669 650
21043 30002 504
46227 259 786
4049 45622 371
19860 12757 716
27716 10154 337
26505 10082 18
33839 31137 411
15964 2581 843
40504 33147 785
25181 28144 134
9635 43273 63
24504 25314 284
5881 43806 101
5144 1860 314
10223 33905 408
27308 6652 155
30429 2235 988
48648 44760 87
31801 44487 164
20633 28207 347
18662 48897 434
5183 17612 435
10419 13989 32
21756 26253 920
19813 16666 580
11358 47073 920
11299 19889 577
42016 43372 437
48202 19296 349
2117 19298 884
11933 11960 813
48315 3367 846
16685 14819 409
25438 33078 992
6619 8514 765
37981 31066 743
37087 46602 -4
29207 28208 621
24681 45803 522
45900 49038 257
32928 10593 597
28176 34762 448
47289 32447 818
47024 19167 606
5618 3160 95
26929 44786 378
23859 21543 748
21310 33391 911
49922 42311 443
29099 45945 358
4087 46018 786
48718 45995 803
13746 16773 152
49282 11407 431
4278 40441 737
8895 44501 948
9444 25945 982
47466 3395 782
5297 23309 35
38971 41847 632
31973 37385 302
8719 44696 -2
39298 6178 118
38127 33148 487
46921 5010 363
45760 14694 25
47197 26524 509
48080 23587 369
36329 12840 46
13870 34544 388
27445 27441 411
19670 38993 772
42249 23101 306
48577 35529 334
17302 47758 857
2094 21919 173
34128 45878 176
12818 22548 28
9608 43200 497
11541 19941 73
2796 11628 169
551 29404 220
13041 49346 124
7806 32166 -5
16106 38269 812
8805 15929 987
16995 27225 761
18406 18598 297
47076 40625 658
49366 38010 910
37984 26008 421
31724 20244 972
22226 46696 183
26453 26291 581
5363 3599 985
1560 1999 794
26873 44479 184
20645 47878 591
46684 26639 175
16580 29435 799
26875 5275 709
22227 38969 840
17682 44917 646
12787 39484 613
31583 22448 209
24015 12072 260
38679 40492 782
3824 35240 180
19020 31213 425
23976 3134 261
39824 3826 958
40936 17517 726
44544 21101 644
45316 37130 269
12072 1695 758
42257 42959 348
38353 10837 246
17217 29371 756
20436 44003 302
20319 21626 156
38911 15797 753
40345 32608 274
37491 12568 656
39007 44968 261
28876 20172 300
37208 46054 492
33654 45076 572
38926 32873 63
48524 47723 461
40599 10553 247
3573 4625 992
24490 10257 645
37989 37835 266
46969 26623 168
9558 48319 416
42299 5946 359
14883 22126 204
44314 10332 909
34872 38626 60
39336 26130 838
46342 47300 746
48888 44168 447
19858 27925 857
20491 25714 248
724 37195 990
6003 43579 873
12149 37170 262
47864 7370 520
41233 34178 787
49746 43358 544
47955 25489 176
16204 40935 757
8083 20334 255
11571 16286 430
24528 6672 439
612 22943 237
17529 6577 344
10327 32808 371
27687 34803 383
33974 4455 299
8655 10824 733
43274 38629 49
33546 26262 619
46731 30014 307
38026 33949 671
28660 31982 204
13225 5648 260
7854 38145 414
6782 20831 996
24478 38322 350
28665 40612 614
42042 45534 661
11582 30513 777
49072 38782 107
2172 48473 847
28716 22174 637
2602 31432 331
49483 18612 164
20677 32482 160
35683 10624 509
26154 24170 133
1805 12302 130
43969 16700 216
38877 46939 714
38605 9230 239
31889 11576 614
8399 43172 635
42415 46185 314
40640 46657 131
35518 6359 658
44814 46452 150
41177 39621 410
3886 20448 429
12002 2332 12
3083 14324 680
47887 15373 314
47238 16759 95
29054 8825 116
10798 48199 947
26203 35853 334
43587 47816 261
17913 36593 881
27668 46116 631
27641 49814 353
24379 26457 914
47490 20971 379
48489 8039 33
31 7557 372
28395 40683 229
13024 17214 250
24337 21460 72
47784 21260 970
639 39548 777
8914 15793 886
47700 36939 287
20278 7823 573
25288 44847 894
17404 46637 559
39682 49509 229
24854 17226 740
40977 4343 408
28788 8922 742
26375 43433 660
18604 17011 171
35049 10416 914
25844 16020 103
5123 47216 844
46074 37610 963
46078 19780 869
35029 39732 68
45792 38725 128
47445 26046 463
26278 43455 946
37277 46401 465
1519 47587 917
21030 3910 989
44499 41430 568
4974 31011 862
45092 47789 644
47334 14475 700
1474 34692 161
31322 44610 130
4537 49594 502
35351 33458 510
12413 12814 965
48623 16865 687
21688 12001 533
43889 13977 901
16625 19753 848
34461 4563 -9
39442 4684 714
30773 4415 260
17297 39991 150
36949 20734 482
44098 21116 163
36956 46346 56
35294 31683 87
4417 1260 139
43021 33325 377
6787 33468 495
15153 40839 879
12110 37274 388
17583 11890 907
49567 46609 841
37026 47086 399
5884 154 987
6996 39511 562
11875 14762 69
41923 21113 371
24249 6224 773
43781 5425 319
46905 34643 103
43970 11200 960
10595 35350 711
44496 7585 985
33254 5883 747
32994 37044 416
43575 15965 54
25423 36584 519
21076 32253 826
13886 35351 956
40268 23040 484
25288 33192 876
34255 46684 703
25787 6020 126
23569 45027 81
46316 22750 984
32759 10888 884
45691 22660 404
5702 42096 659
39398 2259 690
24974 39920 543
35448 7554 182
35182 26679 519
6717 6106 103
30725 44633 182
7502 4065 277
42671 1076 164
4939 3768 496
49267 1278 60
45342 9906 452
17389 19132 271
7556 17539 944
45420 10097 515
10878 49712 694
13920 37758 276
18351 13799 762
40288 21995 242
33869 1009 970
12029 24374 786
41113 15125 966
38236 17264 280
37110 6597 245
6881 8461 712
22943 37575 72
4870 44829 996
32261 26422 270
19259 41464 263
11228 32652 128
11018 3620 720
13327 6769 379
37404 49778 838
18884 49772 419
6988 43030 558
2424 39764 956
19758 28292 319
17554 48250 77
33649 47054 888
16600 17017 758
15293 37391 631
42026 49199 933
45679 45560 69
39564 26522 697
30776 22429 728
6316 34903 877
224 42044 217
9499 19930 870
30899 32188 357
9544 48730 620
15253 37340 367
7039 35403 544
44045 14617 465
2094 20469 950
41992 24568 716
33204 48960 293
47798 11195 72
48581 132 100
32787 49476 813
49404 41122 888
34394 447 611
44269 14205 133
31776 47893 875
46343 44463 858
39248 6167 325
31605 40763 451
25914 49089 742
25107 21196 88
22120 31877 24
13932 5714 353
46669 38818 952
23538 27588 732
4111 37585 134
34455 27631 560
25511 44660 221
36053 47682 651
26648 33915 526
47339 46503 135
13933 10547 522
47351 15397 876
126 43432 155
32067 19842 381
42988 36435 530
29624 28999 935
23446 14890 644
24343 32499 13
25479 8131 195
5839 18574 721
8387 34154 231
18277 3546 889
9408 48173 734
17616 33336 435
39970 45857 79
41767 28990 663
23504 23771 108
28688 34610 339
27450 12411 479
44161 6991 50
36654 20097 947
9259 27756 67
38910 12885 457
39711 5322 882
41811 38832 384
36615 33422 274
41751 14437 744
49245 47487 293
49481 16009 445
2942 15636 558
44441 49714 535
38174 13887 941
28284 48321 101
34383 33323 876
3777 27640 869
38024 9127 286
27202 10229 588
9675 11487 946
14806 429 850
43728 34587 472
33064 17173 582
3686 38597 70
32635 7091 683
11030 44707 400
15390 26368 935
5666 44181 590
37962 23973 449
9444 1389 452
12706 19393 415
42494 27540 380
46109 46156 739
22003 1210 263
49298 28176 873
45586 45311 754
46688 34854 841
42716 36647 928
49883 25897 145
16399 23601 370
7597 2243 60
15687 32133 726
35330 18754 209
42816 12870 631
40308 49642 211
32004 41110 451
41969 13559 927
4426 30083 278
49143 13016 445
19082 46399 245
4177 2899 347
25406 18855 28
513 1625 525
43760 1277 174
48199 27790 222
8996 36280 42
42010 21715 682
38362 5779 152
42179 28907 932
39726 2833 936
16472 11198 713
7028 26499 986
9801 38421 856
26918 44212 341
18209 16355 477
15866 26669 13
33416 11236 3
16093 49360 12
31860 49884 183
36335 18102 372
8321 36621 488
38394 17295 447
26056 36473 631
19271 15978 737
239 22257 809
36688 17535 991
8472 40892 65
9824 21190 569
28811 37780 183
7876 22178 200
16147 2683 369
38589 40087 671
40206 34469 34
45804 8410 878
2312 43803 786
45192 19953 108
49177 43459 517
12521 47966 772
46256 34159 244
34304 948 579
38092 43536 311
14973 4728 335
9881 3122 499
48611 35083 573
26367 47671 913
38693 12943 83
4256 34685 190
40079 47324 130
24929 8605 564
4476 7008 349
32784 28538 896
38547 27106 124
21769 27823 499
40898 6362 754
46893 21799 574
44737 18425 623
12901 36172 383
46408 19344 860
8023 5205 769
4038 33067 724
45331 41735 998
43171 2186 596
18702 36420 370
35938 32825 751
2690 25912 478
22349 3661 81
22094 6308 693
30246 14152 237
43493 48687 161
30158 43264 935
34852 14333 458
9526 24230 744
13425 34023 257
43781 12869 728
1236 6384 867
777 44012 142
29313 42452 630
17836 36758 51
25582 39895 715
33935 36716 79
23089 15424 998
48101 39066 989
31242 28800 973
31015 10183 690
40057 24974 840
41241 23832 355
46149 19594 435
36043 29496 353
46060 5063 634
2023 34845 245
21136 9660 426
45246 6863 216
48280 24140 652
35324 44251 282
19889 14429 413
42812 24353 353
9939 13053 456
39390 41288 147
7188 49118 356
37839 36077 271
19598 31633 872
7896 15151 320
2023 41129 768
21221 1894 272
614 2522 601
37169 37691 118
1500 23402 836
36383 39212 40
15131 38829 681
12284 43942 558
8375 21651 611
13434 49846 107
20444 35285 26
6703 47826 798
48092 45724 561
9166 39630 770
37372 577 849
14892 26697 613
27323 22589 561
44536 36789 71
15131 15614 608
17190 6064 202
48696 20493 982
11089 48615 78
29230 3711 1
22234 30048 937
6919 42303 940
24777 46265 580
23590 4087 979
24152 23369 919
11048 24737 296
17627 36396 814
3683 18564 427
46549 38439 795
47294 45114 426
18291 10674 809
32253 27899 411
47888 28727 819
8937 5196 481
5041 7532 571
20111 49840 722
30471 46437 638
46039 11305 507
40006 99 823
18154 43128 39
41114 42651 954
48818 28134 882
48493 47464 522
31178 1223 499
12038 26238 225
17650 22229 270
44189 4069 393
20334 11904 3
15293 14717 701
49107 42962 294
21268 46773 224
44919 13650 805
35636 8616 94
14878 26983 44
19468 46272 439
1928 41548 838
17378 46927 56
20711 9843 373
5802 47714 46
48696 49341 865
48349 33119 547
30431 34045 588
37865 9562 60
20132 45372 157
30659 26992 211
37231 8834 162
23498 18817 37
33557 7896 185
27665 40139 23
17060 26726 486
18509 827 408
4596 49700 458
17292 8837 74
45980 13481 367
41153 693 384
49517 41249 598
25066 39175 174
30851 46690 873
47949 38261 858
14283 42291 887
41544 45945 381
37354 16038 791
29682 21763 279
35009 23530 824
2226 31108 926
18237 27987 647
19426 37554 349
21710 40204 940
39175 30740 106
10602 35325 770
12943 42051 490
45411 46199 761
36785 42231 330
17684 38984 467
18933 9635 771
12166 30315 679
42688 46772 230
49679 7046 313
25171 43629 888
3135 7600 930
30912 18904 660
25470 14193 568
38536 29262 907
29574 41072 869
38951 14730 692
11052 3661 140
25146 49455 528
37805 43679 707
34664 33297 789
8844 21779 278
14816 48135 446
26651 25844 330
25994 47079 782
47365 14195 189
42863 37000 611
12126 31079 700
9955 28693 433
27215 5351 789
43607 47284 637
16399 33430 824
45384 46208 623
35841 20507 814
49295 34672 685
18983 32905 355
26848 24187 825
859 1051 915
32769 13895 263
5040 14467 393
9408 43073 628
14053 13407 140
27545 34217 299
18740 16686 305
48145 15816 100
16403 42007 583
45928 42530 805
37996 15080 867
51 6631 846
22991 26274 1
38161 45875 218
36959 16611 509
35169 14095 784
15842 38828 866
7786 36443 521
37760 44746 717
35503 20573 385
37514 3523 478
12378 30197 187
17044 32115 203
40253 2436 682
24401 44388 85
23933 5095 737
14344 49291 47
47167 38230 805
28940 393 930
22052 7995 784
21762 18326 441
47070 29096 658
25529 5770 504
19740 16618 420
6690 37129 608
24171 48018 178
21390 31685 309
39780 17813 567
47764 35883 387
30002 34105 575
12302 38148 859
38822 45099 924
26340 35309 399
48317 34627 208
32337 1684 340
2107 40129 233
46847 5009 211
40887 48836 773
48706 12781 322
20493 15636 317
3029 47264 963
43071 38937 344
42142 10095 511
20359 37752 434
32787 47263 304
21180 2579 749
4894 9300 78
13041 44707 321
27159 45904 460
24274 22801 522
44733 42458 667
34581 35996 5
45181 5382 370
16807 26833 924
49107 35283 699
48863 173 94
3106 843 485
27086 4020 933
36730 28054 386
36893 15978 283
45427 25386 755
10593 7613 91
33478 42941 165
48211 34323 245
41939 28875 710
14965 32501 108
10848 23569 46
29773 18677 275
20632 40697 648
42395 37412 862
18333 34295 914
41902 47099 932
24987 9450 329
42780 36150 261
28056 13874 52
17930 24066 247
21388 15356 553
4543 26155 644
34543 36943 345
41724 49781 583
43718 30650 524
39211 28808 570
47157 44511 987
47797 38580 717
370 41663 5
33149 47719 433
47151 13480 320
39755 32833 838
38337 46676 693
21845 42275 704
32773 46462 761
13504 33177 658
3292 39556 940
356 19125 257
46517 6593 78
49125 48303 279
1460 22313 682
42466 13972 -4
23448 7124 396
20086 7648 553
45167 39664 337
22138 48670 523
36116 43824 925
20071 48465 452
32856 48777 245
2363 17968 175
25066 40538 965
34202 42375 745
17175 22399 310
43366 30572 389
28485 1220 456
22827 28145 170
17828 18543 100
48518 11480 408
42020 6950 131
43559 18409 404
18122 38061 162
40316 39491 591
38962 49911 679
5535 18033 115
41798 43180 158
48174 7701 26
49863 21949 927
49434 45448 565
47273 18585 49
48216 14208 148
25538 30587 199
2653 7432 376
6253 31574 111
47163 42562 64
44886 48980 384
12447 33083 726
48492 22433 768
35090 15304 798
27459 30338 682
3390 23003 488
44039 6707 794
915 23969 353
16835 41453 995
12978 40630 839
20239 11668 878
27173 36749 587
1502 7961 878
19699 41279 652
16400 12413 458
1684 48951 46
2283 30021 171
49698 7623 852
44177 19008 387
49050 42271 750
15073 35162 116
41570 6397 943
25243 38789 937
15493 9232 904
8602 41508 347
39863 1713 394
37256 1613 393
16976 34553 294
47673 40305 996
11976 32985 201
46427 107 890
5916 33040 687
45713 39255 961
41819 22163 129
42491 34265 155
40223 21304 245
8093 23379 554
17691 11067 398
23590 46823 443
26324 5080 559
23135 5280 71
16317 28573 411
16124 34447 58
28187 28101 276
34345 14251 819
15091 4896 449
8804 47519 740
40077 36985 724
33227 44014 878
49812 35040 104
48359 47425 586
20181 36442 397
3853 12532 416
38411 20549 929
25744 24888 509
48022 14815 49
25382 30689 658
12794 29289 622
13500 9528 474
32779 45434 124
9677 21890 903
36689 46237 903
49054 11086 39
2035 27069 932
27607 41410 141
6770 13069 872
47512 7890 659
11419 24549 985
29633 46004 694
41943 10924 56
10000 7864 349
6841 46854 518
24171 21575 762
30285 38450 900
10977 27060 379
21878 14582 580
47352 7276 201
34996 9406 138
748 22558 968
41647 48327 98
35487 18035 198
11279 37750 989
35563 21085 867
44804 12981 859
22213 45187 450
17596 33262 694
37974 1779 442
16573 23108 621
14002 25585 778
1712 20877 526
20406 24128 18
17270 42999 213
5050 13514 623
37290 40024 150
11399 8020 792
13078 26789 192
7746 5138 189
34741 22729 570
20281 12597 247
32634 10265 843
44084 15424 304
31124 34104 136
10560 14301 51
8281 26918 555
47036 43058 724
28763 40603 920
28307 49331 731
25410 746 988
39085 32536 314
14898 38866 821
44825 15862 235
11968 36832 627
29412 44567 10
25885 29291 517
21783 38435 250
21193 22423 784
33208 16036 923
27238 42880 948
10278 22070 -7
33256 8039 276
25529 26678 956
13006 33626 553
32881 26596 364
14337 26422 139
30735 47441 672
1598 18973 335
47498 17378 517
45315 22559 482
614 17145 318
33352 35034 536
3429 43483 97
42878 6486 840
48765 22236 88
24971 19634 277
43599 18338 564
21509 47148 779
27799 47944 135
2479 37717 -6
49849 28925 218
5819 23439 391
45381 23011 238
44536 30 346
4545 30151 44
44937 45606 231
34226 47226 669
48355 17878 734
8694 37240 479
45476 41167 196
21939 8938 533
12988 44890 938
27360 36314 974
40749 23615 20
43877 13093 529
29244 18528 440
37798 7916 580
14840 40675 27
39723 15441 128
41120 42295 318
35010 26508 130
45405 34933 648
7205 48633 675
43793 21720 734
2067 6047 708
43398 5603 263
13285 7742 542
39818 4095 314
21150 42927 660
47453 40345 405
24162 48238 479
29595 49800 860
31968 12869 931
48463 27737 495
21204 7067 310
27150 10463 61
14881 9472 388
35563 28065 499
27474 16198 450
34909 35472 402
9136 15099 185
44078 1790 559
22753 38595 528
5703 9553 298
27626 4483 880
324 6642 889
33524 40401 719
8324 12967 994
1520 15522 704
3217 6367 833
47581 43859 451
36467 39871 862
16009 14301 677
44662 5611 824
21460 49195 112
3061 13559 622
26953 9337 115
5468 36547 152
36778 33644 446
31366 44540 880
8866 8751 836
7158 25704 331
46036 8120 960
9035 12816 536
41503 19954 541
47951 23040 234
38179 19885 430
38202 34231 203
4819 17110 500
2256 47684 167
7107 1661 308
37184 14058 310
45862 23171 832
13228 43660 636
42715 20108 769
47011 39672 801
48375 17699 531
14039 7445 606
16226 11442 356
32466 27543 444
30589 24303 -9
21045 20782 357
35421 30308 527
14823 25551 209
49645 4932 991
15369 22321 800
46260 31698 750
4572 5108 426
48444 23140 904
41780 49868 848
28996 3791 751
44086 7524 579
22691 43384 486
49101 9964 393
24786 48383 619
7347 25766 162
49769 6350 780
12928 16996 614
41321 3536 446
1044 8514 372
25016 48235 287
21134 16737 963
30895 46410 208
5378 6715 819
27547 21717 487
23537 42934 304
7445 14133 440
5563 46025 696
46720 34844 947
12538 38156 727
4496 23711 752
10866 360 83
39426 1959 840
15761 37500 582
11605 49321 163
21574 32653 974
42813 11257 787
9670 21830 34
30683 20027 893
19499 37768 166
29472 23486 931
30989 34842 454
17108 20684 212
42654 25840 268
11117 21116 674
33317 25252 170
16078 15774 124
1829 34048 547
6158 40814 907
48952 31771 328
45640 9733 706
35189 17037 209
33525 24544 499
36390 47841 66
7788 36799 -8
2505 8641 -3
17285 40042 752
21341 26196 782
25087 42944 222
44273 3912 659
31612 49609 756
38355 20317 154
41877 43567 261
28666 10064 792
44577 35610 672
26043 30335 373
45971 33680 11
44784 34835 318
36605 44346 442
10463 32866 18
10613 25679 82
44772 1207 759
44787 18188 547
24142 21135 249
28487 23676 438
3540 48810 503
19339 39687 603
41757 10580 86
30210 34829 742
47245 46697 611
14540 40043 196
10825 12488 976
49722 48742 539
22064 431 511
36722 42340 724
20564 1499 333
36790 27663 764
10514 26713 340
15753 42485 738
9753 48681 199
48618 10350 138
36913 47193 338
11735 32135 340
27125 17161 731
42033 19249 918
40948 25410 240
44860 3855 362
48766 12131 41
37398 47473 56
39384 25004 225
23859 47104 782
34308 10132 86
18034 46804 915
45656 28811 983
15241 17684 167
21626 40591 400
35410 43707 11
40000 43855 731
13728 39416 786
16226 8047 617
5083 38564 367
4073 38888 603
30627 18206 413
311 30915 590
43039 47053 704
20213 30708 87
46031 40523 38
3263 22545 401
15580 2218 229
10909 37698 633
11821 38657 903
36910 46425 171
33434 45404 802
7774 26845 772
17516 9851 827
22546 9470 778
44675 20197 345
22669 2148 341
23308 33115 851
46339 40885 538
44331 34631 413
29703 48058 113
35111 10692 547
37773 20137 264
41851 9137 894
39699 43619 1
33544 47881 195
45251 14997 785
34951 28678 237
41579 42955 801
3036 5525 232
43673 13983 996
42208 33212 629
29095 16307 481
40004 41356 495
44993 45989 303
47937 41515 -3
41371 6356 13
17605 38509 848
40931 9516 912
34071 48630 299
41675 5363 527
33223 43991 436
45413 47075 415
823 45685 893
35874 24216 756
9538 22281 999
36719 35 220
748 42664 931
17436 32597 691
46666 26448 396
3346 41651 776
19315 17535 26
6485 32207 273
11475 7978 278
22864 43245 694
19069 21887 26
18544 35031 289
41619 38497 294
45547 40021 946
45425 29318 967
23046 47636 135
21255 41898 130
33119 8258 721
