500 1000
232 243 59
375 409 223
413 127 411
87 234 281
211 337 436
9 207 314
414 321 279
488 250 378
171 309 37
30 243 254
159 54 401
356 67 333
340 267 225
122 221 377
289 390 190
268 44 81
150 270 166
248 56 256
34 199 340
328 45 79
368 134 494
330 293 28
11 91 361
274 335 248
196 311 156
149 411 72
351 398 19
10 386 103
408 406 397
451 61 210
42 402 273
449 188 321
98 256 149
70 24 112
238 325 72
261 175 368
243 229 395
230 479 283
51 5 376
104 184 373
389 210 39
37 393 52
313 220 250
214 81 375
243 78 192
232 410 312
295 242 216
430 40 85
422 93 111
44 487 296
237 353 270
64 338 117
407 29 352
242 104 214
265 215 71
425 342 253
8 346 133
6 320 473
45 122 26
100 388 48
295 299 335
263 118 431
0 40 304
475 496 247
334 99 371
98 279 301
391 127 229
311 462 441
241 128 449
0 447 345
408 33 267
334 463 246
327 282 63
22 188 260
35 56 493
22 237 85
212 493 11
305 242 175
240 53 198
154 6 9
117 275 173
311 419 414
84 350 498
1 268 20
192 323 278
362 173 75
214 321 204
77 117 255
239 124 481
163 315 2
83 468 324
78 461 417
412 31 71
499 318 159
28 348 -10
366 95 127
382 216 330
185 203 358
247 31 249
22 366 443
7 371 290
342 13 35
182 60 440
326 329 55
232 256 237
230 488 259
263 346 233
411 28 435
368 485 309
127 357 380
238 127 74
265 5 420
188 335 105
202 313 399
341 406 464
490 203 157
406 75 69
490 85 46
299 281 330
79 472 474
342 123 16
98 173 123
66 339 490
153 226 415
468 52 347
279 17 380
375 268 260
322 424 262
492 289 360
49 119 118
136 156 388
444 71 499
239 132 52
322 473 222
8 65 13
476 405 116
483 327 387
438 477 246
168 276 342
414 117 378
380 472 231
29 367 441
386 457 68
233 361 459
305 94 168
467 451 492
391 300 484
114 144 204
179 29 430
469 151 46
350 482 67
35 445 375
327 272 272
58 432 171
88 295 73
488 55 19
333 369 358
415 422 169
379 475 115
430 84 46
337 68 127
227 476 180
131 142 229
268 61 248
314 453 280
456 409 29
310 274 115
0 9 12
160 371 459
269 377 200
403 6 273
429 167 166
209 330 374
244 12 23
449 106 423
74 300 389
325 425 160
283 37 157
499 276 345
32 271 154
318 218 139
171 11 123
310 262 124
190 376 30
307 217 403
282 293 445
293 461 236
384 368 468
78 360 220
434 352 134
235 25 304
333 455 124
164 213 63
391 453 171
380 477 380
160 326 106
72 395 104
94 349 -2
209 457 374
0 403 434
297 218 133
435 312 456
58 162 439
468 199 473
71 25 325
18 314 77
370 435 398
208 392 221
73 350 60
383 307 463
184 405 156
109 77 282
15 283 351
414 106 404
203 288 75
77 27 468
320 362 253
328 33 485
117 58 255
465 452 454
80 351 271
274 468 446
126 496 81
281 166 35
414 68 410
226 97 378
307 113 303
400 27 118
484 351 411
471 473 216
494 431 438
352 353 391
90 26 390
241 138 20
219 220 164
267 372 159
347 434 239
363 250 55
1 324 114
265 83 375
298 489 299
470 116 370
403 2 471
101 387 222
169 203 306
458 292 28
367 57 243
215 348 272
29 432 67
404 305 51
311 11 357
496 172 93
176 369 44
466 366 471
250 79 276
445 418 82
285 46 101
0 29 121
432 469 149
151 107 310
198 169 277
69 185 204
11 155 262
429 341 246
469 420 336
269 10 263
311 136 471
470 28 365
310 425 -8
402 248 394
366 442 431
462 125 388
105 112 261
483 420 427
289 387 455
331 334 394
10 344 0
209 183 463
43 330 381
192 416 128
383 27 100
272 274 157
199 446 370
16 423 204
262 490 454
136 386 499
219 32 389
336 181 402
345 58 135
404 340 2
195 380 380
196 143 417
183 181 313
377 479 77
274 21 114
225 113 319
66 92 498
298 375 111
448 373 417
398 55 173
82 186 424
183 143 328
238 428 478
421 109 345
329 385 378
136 366 241
343 111 66
227 210 456
123 212 356
469 252 294
398 394 388
84 424 -1
312 430 358
24 316 197
167 244 90
282 351 331
69 492 224
86 188 305
175 174 167
299 64 383
32 252 266
451 70 355
307 464 170
447 183 119
323 317 456
139 261 11
463 403 51
274 98 476
244 260 472
9 438 273
227 126 432
276 147 275
243 34 244
382 275 387
169 431 -6
469 224 336
20 84 40
140 365 324
11 200 434
355 106 112
444 224 -4
302 62 425
66 26 97
128 54 229
80 171 377
111 242 289
29 211 101
325 399 162
214 123 372
86 267 465
336 480 272
192 129 207
451 391 169
425 329 416
148 20 493
475 374 108
475 424 404
239 441 149
29 384 41
98 439 225
98 103 19
102 310 238
183 87 95
229 199 426
110 129 228
160 498 231
310 153 140
324 442 409
254 261 40
471 454 297
451 265 306
49 99 435
89 176 263
405 202 135
274 45 204
112 396 338
232 210 224
243 219 268
126 399 302
451 222 266
172 470 217
367 408 58
366 470 217
22 207 343
102 282 378
447 251 185
274 195 296
310 27 406
338 135 372
331 97 216
224 347 281
283 276 85
36 132 13
106 171 20
272 62 6
253 203 397
58 301 283
416 48 30
40 481 77
289 137 398
476 278 417
457 292 325
491 497 337
403 451 287
7 466 344
471 45 451
190 232 430
190 222 373
99 484 374
182 294 436
117 202 157
297 82 185
385 297 266
216 483 76
116 369 403
461 317 92
296 409 243
112 269 242
41 265 483
101 56 492
456 84 460
198 368 415
401 126 332
29 104 393
484 45 473
266 58 199
324 133 319
19 193 493
217 31 100
212 278 452
250 307 79
14 348 45
69 309 245
29 402 42
430 83 209
97 327 236
368 264 255
243 311 347
243 312 70
41 54 158
297 228 467
318 466 366
289 406 312
437 337 19
455 458 76
173 499 38
228 46 340
388 214 354
102 483 36
195 410 426
410 152 319
24 405 178
115 370 152
232 178 83
368 488 -2
6 156 14
421 130 300
237 435 430
182 424 389
115 355 376
237 1 130
409 148 338
194 80 22
247 98 28
282 324 14
79 260 225
100 111 236
383 419 50
4 73 131
375 101 13
471 222 60
49 260 364
469 333 359
4 289 336
433 479 153
432 359 57
221 299 239
494 217 243
413 398 25
379 163 8
362 339 358
50 322 316
446 180 198
351 215 497
269 443 23
165 129 222
210 346 346
57 374 427
220 23 344
164 430 105
193 466 96
349 395 50
187 333 405
245 248 277
427 231 397
391 336 431
203 289 87
496 452 198
43 149 136
447 419 483
312 303 131
395 32 103
362 495 71
84 331 473
35 464 6
194 284 194
115 22 9
485 27 233
405 375 -2
394 274 32
130 31 459
429 225 77
196 49 406
476 357 92
355 202 368
137 389 11
381 352 437
252 467 276
465 62 22
387 81 124
445 388 342
441 226 411
411 180 156
291 100 65
368 242 455
125 339 346
344 176 288
468 270 270
251 305 357
37 328 49
167 122 145
38 273 328
439 449 456
37 41 233
14 16 239
449 39 475
424 302 122
36 239 188
253 335 316
131 308 282
182 416 -5
313 235 78
459 185 117
203 440 373
154 227 425
314 404 404
6 172 270
176 239 135
4 197 432
28 238 478
75 48 382
431 23 421
173 23 463
393 371 293
61 404 205
478 87 346
342 181 337
162 491 341
148 53 245
425 177 491
211 28 -1
78 383 61
342 171 218
269 442 210
157 130 395
28 26 456
475 140 307
488 88 414
291 18 352
188 201 475
48 386 234
43 25 331
51 397 279
48 255 400
468 396 263
141 140 28
447 89 259
24 299 472
245 39 25
131 143 328
43 175 12
404 126 377
167 340 102
360 187 243
99 42 82
274 232 262
218 395 161
350 263 84
147 91 286
452 407 320
368 43 168
263 246 496
351 279 232
268 84 1
288 165 189
25 297 39
437 217 389
76 108 82
443 113 202
15 86 164
33 45 77
459 379 149
388 245 429
20 143 454
417 7 354
170 467 409
103 52 5
345 414 376
0 236 335
96 73 234
404 38 171
143 171 411
423 117 122
324 495 194
458 63 98
394 301 304
84 69 163
463 283 499
329 456 155
216 331 55
195 474 61
3 59 228
171 366 267
449 180 26
163 357 44
138 390 76
298 337 402
132 144 283
147 266 72
480 159 65
256 221 223
331 90 49
468 102 402
214 390 365
206 200 54
127 245 61
432 407 238
24 276 338
479 326 50
214 304 89
268 194 424
337 47 466
240 401 72
102 368 268
295 272 327
138 274 422
6 1 486
115 400 422
249 99 238
169 141 315
415 254 395
79 436 233
43 89 231
407 146 471
0 38 -5
441 83 243
93 20 105
340 113 202
347 244 423
26 281 58
134 122 351
159 376 293
384 85 296
181 277 490
71 417 -9
236 493 167
112 302 27
138 14 317
309 297 224
70 296 271
369 295 137
11 183 389
162 37 246
94 492 384
256 286 -4
255 83 56
374 47 25
486 314 408
262 100 98
334 171 298
425 105 499
262 136 308
13 433 0
145 448 432
66 165 21
155 224 63
413 186 174
167 425 268
403 198 130
234 154 421
182 103 115
32 150 318
461 278 279
201 356 89
15 240 95
404 412 170
139 484 430
4 450 250
416 316 493
119 303 -1
238 355 423
379 51 171
310 418 90
465 143 1
416 30 384
468 290 290
234 228 370
269 421 187
149 93 326
476 446 173
486 145 61
461 382 40
156 462 369
160 92 147
384 208 440
16 364 119
286 26 230
428 34 169
4 30 306
344 145 58
345 449 65
486 190 485
105 296 102
195 7 327
163 480 400
341 110 184
110 259 79
330 126 162
447 37 461
64 37 6
214 227 189
388 226 488
435 317 224
209 216 103
408 415 146
10 81 106
120 322 79
278 196 301
448 288 124
465 257 398
311 392 61
194 128 391
316 343 156
44 480 13
194 324 77
101 158 28
29 310 18
414 484 475
403 166 30
462 111 280
283 199 258
260 242 239
