25000 200000
8493 9184 309
15035 24277 932
17858 6066 248
22636 16753 533
10092 21667 817
1386 4409 345
4049 3185 499
1356 12697 70
18768 24310 702
23299 9072 422
2694 22212 748
14552 3085 32
15928 5334 430
19534 18404 447
17263 55 404
18945 233 841
18366 24006 537
19417 10635 989
5100 9873 280
5600 16780 481
17956 8597 668
16174 6022 148
22277 20565 0
5356 4313 801
11012 16711 892
2608 12838 391
13458 24315 299
21119 3289 947
21753 12092 772
299 20483 467
13369 6050 -8
1887 12716 449
4014 12404 615
16640 3475 790
2089 19690 173
253 12704 504
9383 23415 564
3137 9869 301
10964 21998 686
4550 21911 49
18468 19504 470
5142 13517 872
13688 4914 345
11182 10467 999
24703 12411 238
3326 791 298
22296 12535 421
14532 13769 202
2940 23286 564
15679 11089 -4
2638 13768 790
18549 10865 260
11191 23984 602
14007 17230 39
2143 258 410
15947 22885 811
21283 17455 664
20175 9217 550
17224 16239 690
10533 14964 236
1211 3649 97
4297 15741 758
14601 11711 970
20230 1406 851
24341 23922 450
3659 21769 979
24786 18579 114
18423 4841 891
14635 2889 244
7832 17997 817
11488 23342 52
15025 16393 663
6025 3637 -9
16616 21738 298
12685 23239 427
4313 23430 913
13672 5986 446
15210 2105 117
13558 9314 234
2075 23810 620
3154 8440 427
18375 7512 883
10205 24136 919
13434 8931 660
18320 6695 853
21648 22552 632
2675 11698 -3
22860 984 501
7251 18499 449
15843 6912 259
11484 1130 201
1360 14936 94
21044 2045 941
9803 3872 275
20194 22705 18
2807 6866 976
16558 9988 348
10474 11621 174
21728 13830 708
20339 3721 500
14606 10666 270
22510 20908 872
4966 1860 366
20406 587 501
14526 12645 766
865 21724 87
16837 6084 376
7481 11905 912
15759 11340 24
7357 16240 169
10528 9936 887
4472 17492 799
16736 13327 481
1686 19543 494
15640 14992 15
12808 5922 376
4670 13166 596
13688 15878 942
24799 3088 206
10224 5448 720
18038 761 36
3681 13638 810
9025 16856 596
2665 21368 730
3115 20294 402
5360 11005 756
22144 16229 282
20713 24468 155
4 1517 340
4470 9502 256
8228 22225 125
6471 13208 16
20546 14004 497
10409 12829 45
17256 2177 231
12134 392 200
9939 19090 655
2927 18578 739
5993 4707 71
4873 9545 985
8274 4760 269
2398 13352 514
4466 18111 899
23886 24490 972
18407 24752 104
20872 11783 386
3722 9937 836
9698 9452 214
14273 10230 230
19801 23301 152
4116 19435 390
17748 13072 388
23088 15386 532
16627 16249 244
12997 18193 663
81 11769 -2
11593 2746 990
4680 12503 721
8605 21033 765
21673 16761 715
5456 19693 657
19534 17264 240
8040 7953 879
23574 17072 870
14676 9952 764
12249 14965 319
4172 2138 763
5217 2721 436
12509 657 610
2648 24353 255
8899 7482 851
19466 21272 856
11996 11272 573
6407 6184 212
4388 15532 107
16302 17946 113
941 1123 780
3452 6572 583
5844 12425 597
13648 20612 655
1408 9275 10
10044 3514 65
21770 2510 973
7002 1821 183
22864 24815 135
20076 20986 244
408 17855 902
1183 24576 390
3021 17760 46
17992 24144 520
239 6474 490
18959 24943 802
18046 21484 431
14447 3150 649
13902 23248 575
5218 10654 480
18889 1225 32
15439 398 884
21135 2132 535
16473 14703 871
9436 12401 472
18301 15649 961
21982 5505 506
24629 3533 161
12282 13105 808
10370 15814 824
5624 3477 191
2557 15530 375
2253 22083 996
17158 7045 311
20065 5432 102
3228 4839 569
7658 24115 30
15063 14256 950
5126 21947 840
24314 1400 211
1488 9801 227
15882 11123 981
11627 394 253
19342 9551 590
2368 14586 776
20265 21182 282
18144 3115 182
12065 9028 127
6320 11716 420
9489 22526 371
19233 22856 913
21374 21703 861
17377 13116 302
13380 223 908
550 6299 531
24440 7123 416
7696 16163 876
18205 13544 264
22361 4348 430
13672 7820 956
6994 10387 518
15779 4927 318
2402 4346 518
8856 17171 778
19843 11112 435
2148 9536 841
6732 3927 713
15438 7635 887
124 16746 287
18040 1651 679
12844 10564 979
18440 6617 934
4476 1420 89
5568 13783 40
9748 705 286
19733 15403 608
17765 4691 602
664 4696 200
22701 12582 15
14306 2634 574
877 2276 992
2822 13385 612
19611 4926 958
18243 22677 454
9124 16521 319
8806 16954 48
16402 17206 24
18544 346 545
21892 20042 819
20017 1138 89
14575 943 899
10213 376 794
24073 2095 131
16346 21045 223
2360 9074 270
2674 22375 354
2101 24181 891
17231 3146 396
22489 2636 8
5799 13305 471
13499 3010 940
19385 14122 988
10900 12799 786
12687 10511 593
12229 15062 315
493 14789 158
818 1244 472
24785 9697 845
8088 15395 934
18420 10696 881
24269 23619 910
18735 13831 204
22309 15474 685
2828 2337 557
19016 15705 515
17019 6427 366
24094 7950 420
13829 8659 57
15620 16086 472
14727 3988 138
21315 4522 718
14359 18795 957
24419 24070 657
9871 6335 -8
15961 21290 239
12576 10587 791
5802 18952 969
19193 3148 297
12159 16392 330
4224 396 136
23832 21742 603
23063 7060 388
1967 15922 974
12792 23199 750
24794 6908 704
16466 0 522
11307 211 473
1911 9190 38
24327 7862 319
4530 7141 861
8474 18829 650
3054 10969 680
6775 20496 927
7626 3529 679
14997 22861 421
8941 24733 549
6202 13126 657
7505 7411 869
5586 10825 426
23087 17574 192
8751 11349 784
11489 19725 160
23885 12155 716
24306 12554 777
20099 2760 186
9648 15622 431
7570 2437 922
9412 9661 804
16141 14861 496
3832 3887 537
24162 13075 469
13524 3291 371
23703 16447 554
16195 22099 500
3737 1870 125
17436 6659 724
3815 650 489
4766 14145 409
19036 22323 258
8656 19189 627
8311 8896 556
20907 3794 -7
12930 1377 398
23620 9945 810
17757 16182 487
7349 16573 645
9795 23061 668
12002 13910 1
2771 10059 577
24682 12733 397
7846 4386 653
23989 10110 492
10031 1782 590
773 2990 264
12407 6799 900
16033 5086 908
2389 1486 591
8934 2002 645
9270 2553 93
19697 4887 182
4893 2913 774
14718 11532 836
8459 19780 130
6219 14677 728
634 23714 324
13233 11571 331
24637 18141 865
19752 9810 10
9902 16166 929
16087 4567 202
7409 4490 569
7539 24722 108
1561 432 405
19892 16438 456
20089 14865 43
19305 8477 678
15167 18851 480
11420 14603 777
22135 16424 712
15427 12681 581
8243 5708 750
9468 1017 362
14273 2653 430
5774 11161 489
13429 23423 245
18928 7343 454
21394 8816 154
23005 4730 208
16481 12389 865
10899 6153 719
14165 20880 107
19967 16706 347
1205 15381 441
22981 16736 506
1092 11165 371
17127 8463 245
6252 5818 160
8833 4962 227
23568 5972 842
18893 13638 433
14782 24540 529
5530 20748 234
340 4037 431
23603 24880 984
14912 2577 681
3255 2057 818
19996 7987 405
5474 20375 540
23461 3680 568
12836 7199 697
9924 11202 192
21872 10776 582
19984 8395 810
10347 22518 676
19574 4287 602
16408 12818 882
19213 17191 382
20852 1007 33
22110 12930 744
7753 20011 963
15034 2105 952
20843 12745 32
18303 13434 505
23721 13530 990
13917 9930 199
24541 15892 110
19536 9801 678
9418 14321 300
17398 22567 47
9237 20411 71
16570 11442 904
7077 17196 525
2743 13461 605
16996 4296 880
23603 9449 963
15335 11740 351
758 5830 947
17857 24841 335
21880 8985 757
17884 13364 142
634 6521 911
24724 15934 141
22576 14607 819
19363 15621 583
8795 10268 159
4713 1811 794
2883 18565 -7
21059 10593 425
14373 1753 513
9209 8883 330
10747 3403 733
3485 11040 559
4353 7251 454
2676 6699 646
19265 18280 133
10895 17271 337
18455 18773 990
8364 21637 189
15824 4756 591
17361 15162 66
20475 1861 201
22415 12111 751
18347 882 933
18239 1671 465
11676 10766 678
4570 7585 459
12228 11138 941
20428 5773 216
20740 12067 202
11856 22621 850
15014 11952 729
83 21066 418
1240 22516 149
22873 8513 550
8180 20058 847
16105 7924 696
10478 21090 361
20737 6428 53
6562 9028 234
14796 12155 526
1209 6706 361
10277 6605 710
4979 11093 114
13215 23599 813
17298 20678 90
1182 13539 661
17536 5152 504
18074 3612 730
244 24772 995
10902 23411 625
13188 9450 146
798 10832 472
23063 14993 952
23288 24860 19
1921 17280 590
5190 3963 144
5377 17128 166
13023 5394 674
17231 19510 315
12135 18351 625
13264 9614 973
20996 20557 747
10910 4418 620
22601 6862 823
10924 15358 134
8625 12036 361
10382 2915 343
14163 13400 86
11727 2932 859
5130 5691 160
7245 4095 102
24989 14838 363
9306 14718 743
13655 688 601
9733 20556 394
21961 5356 -1
16853 2947 57
4733 3610 906
2902 23435 730
22051 19757 573
14449 1287 310
15817 21481 24
13588 18061 187
18964 1505 410
2763 1294 903
1360 17192 614
3694 9153 161
11975 13381 69
18531 16002 396
3075 6229 970
5369 21614 642
6143 7893 63
24407 21291 675
22441 14887 501
6204 22471 354
21515 15408 784
21324 21078 141
21724 23380 336
13852 4997 303
16254 9232 857
20516 23424 77
13527 24778 849
4309 22858 1
16959 2165 214
1394 2890 103
4390 11833 29
16399 15131 989
8246 13485 564
18804 20520 939
20617 8720 704
1351 10672 569
24588 20794 460
12436 1444 303
13511 18762 341
14749 6543 256
5635 12750 600
16568 3270 577
15842 15712 241
21928 11825 770
23392 18930 656
17621 15637 294
18101 23144 473
17776 2715 206
23864 10681 483
303 23479 946
18762 5202 204
23256 8468 364
5936 22913 442
23314 376 212
21114 15756 281
20908 14141 914
3640 23515 51
23461 1619 80
12597 18383 510
17496 10694 628
2654 17621 763
14202 24892 177
4991 17560 22
7667 23941 526
10409 2158 111
24970 18259 992
24090 14012 721
2016 3378 999
1697 20760 813
368 13369 359
20895 13017 636
3593 919 987
19091 23683 339
13407 22698 658
23653 2117 32
10883 22258 97
278 20778 887
465 267 830
1599 2195 550
18772 19779 765
23628 5860 356
5392 19890 162
1086 24220 450
11959 18291 522
1476 18413 523
24191 9209 296
11352 14786 997
9315 13577 615
8342 21197 840
5373 23395 366
21377 8497 66
20789 4423 29
14116 223 428
9202 5173 776
23126 7202 531
15981 24761 873
9731 10924 772
21884 16704 266
17186 5971 691
5511 24239 606
24588 13196 519
5661 13225 207
8027 24706 106
18432 20011 402
14097 22844 723
19068 23288 472
5179 23420 81
8635 19214 594
2107 23937 751
315 19904 210
17619 19473 449
23091 23958 274
21948 14823 20
5568 4314 479
20613 20567 12
8154 22000 110
9337 20008 426
7535 15362 402
19980 4518 221
3227 21735 933
21610 19879 619
14771 6540 372
21814 2537 449
8713 4760 688
13951 2947 380
10288 14196 478
7858 11615 887
9562 5646 587
17932 15068 586
12034 14024 778
4378 13549 764
14842 12648 951
22084 9699 939
1487 16202 281
6078 10214 624
24541 17990 385
9147 12887 302
8566 14123 388
15315 17648 970
23042 2043 895
4162 5929 332
4205 188 -4
23467 21008 567
4431 7137 786
17272 6026 800
1578 12340 325
11117 6853 637
616 15351 525
4323 798 472
8635 9499 357
10052 21812 292
8115 19684 368
23051 17617 824
16779 7990 175
5075 5044 187
13701 19924 30
6219 2831 688
2518 1144 620
20648 5136 510
4635 5801 321
24874 12206 536
8837 23594 -7
24682 19273 401
14380 12364 120
16853 19119 426
2242 12103 187
18198 9276 650
7114 3421 97
6336 19157 876
21714 3228 559
6113 10449 541
24954 16713 791
21797 13913 164
17063 16997 947
8579 7525 871
10395 8938 139
20785 23565 314
4654 16837 951
23106 7348 719
13048 7879 889
560 15651 787
4467 23639 542
13998 12681 777
19127 8659 529
9393 8081 422
13898 18887 835
20317 22476 463
24490 11623 484
11767 12767 741
21213 24244 33
23248 5643 726
15342 6749 879
3319 9639 348
7704 9120 727
2618 383 733
22785 16698 439
21114 8669 246
21700 12745 850
7301 17366 662
4131 13232 47
19262 14559 688
24580 5900 537
10595 22415 153
19955 18825 257
2045 10041 970
20392 2015 569
6303 746 721
19268 23034 783
15213 18947 253
20763 18771 402
655 1347 109
14223 8097 242
16431 15882 455
144 1146 582
701 24322 538
2684 4476 819
7666 10611 212
7416 9372 375
8212 12940 320
22745 6934 584
14150 4057 832
5742 18239 58
9647 1469 788
14957 7981 319
4562 20235 290
18402 20436 669
4730 6693 892
14968 14747 645
21096 20008 448
2949 9791 551
23868 11182 399
12058 8632 97
9274 5646 655
14786 15439 274
501 10121 366
10997 13023 424
24313 18801 532
13493 402 94
20287 12855 910
12916 4668 626
15454 20560 434
20904 23330 287
23160 10273 757
19952 6098 0
10089 16600 -9
23870 5930 60
20693 13634 -2
10727 6357 519
2670 21036 780
21985 17353 222
17031 10973 221
24694 2182 710
12889 7357 47
17571 11181 13
18198 2215 626
20194 4603 106
13376 1614 494
13678 6230 571
4313 14391 740
21685 17267 645
19806 10925 616
21864 5983 12
7384 136 770
17762 2594 188
11388 9031 750
20467 17918 181
9702 20557 315
9433 14615 504
13381 15856 292
2934 18946 303
22991 12783 665
1401 3246 743
18929 20393 734
15479 763 375
12595 1547 444
3654 9111 233
784 14719 231
14538 8494 31
17748 10094 419
17191 8107 54
13563 11765 110
10580 23889 722
9503 24962 496
14001 18698 60
9450 10391 556
21056 1224 743
4590 24462 150
20457 15454 184
7550 21148 357
20375 18651 215
2404 11908 698
7882 1573 138
6823 7426 386
17038 13056 27
20787 10707 775
1836 21911 792
10593 14539 308
17468 20682 283
22532 1745 103
13468 16203 92
10514 19896 224
15538 20236 205
20285 24241 -1
8218 16433 71
6077 21356 -10
1425 1058 63
12451 24215 251
13911 14090 982
16011 21881 674
14284 11584 34
9528 4833 549
6099 22270 126
22825 16166 979
15548 21875 430
14211 9912 631
21637 2389 592
3591 21162 688
19403 4832 418
22283 17174 608
17930 10680 278
7204 10260 683
21780 7463 955
21426 24755 438
13199 24741 143
20866 4668 316
7494 18825 400
6932 16101 775
24661 22534 356
13178 19740 218
1112 19880 230
21599 6378 612
254 20068 834
3361 9223 967
22910 15945 597
24042 4158 278
8391 15588 960
11346 13212 702
3505 24705 381
5291 3053 753
22648 24110 612
5179 21206 364
15990 16938 867
11404 2350 150
7272 7576 699
7939 11907 52
21700 299 858
20255 657 158
21398 20242 756
19894 11364 813
7271 16660 351
12551 16487 687
21812 6683 968
13847 10369 366
24667 11108 55
11531 15246 331
20614 47 844
5005 4815 69
5136 12468 124
5960 7120 102
10741 14522 375
11429 3836 302
22454 9867 434
15205 7153 808
16409 12243 934
2849 4860 955
8595 1176 352
7727 12147 479
13059 196 508
21559 1732 887
22376 22539 43
2194 1030 649
7688 12179 329
6701 23591 536
5218 24677 429
19157 14900 157
9089 6918 180
19393 19706 240
8696 19962 787
4493 13110 651
12389 19915 597
16606 16665 552
5474 24787 83
6595 5962 506
9615 7708 207
15559 19661 413
12854 19336 184
24732 12687 790
20057 22745 572
13474 16167 963
1039 5786 191
19158 2041 506
24041 17403 416
2692 24196 20
20242 22773 812
9970 23889 663
8745 20606 247
14856 2786 62
6464 10561 776
13593 6966 512
10006 703 599
4599 19411 647
11278 2934 123
1680 22257 101
24310 8164 878
50 17008 249
16311 2917 331
16670 6887 308
6512 21719 0
18980 7061 134
13689 18675 588
7951 17053 553
9678 16803 559
16178 14410 330
16481 23733 890
8132 11476 947
13443 13274 742
13495 16402 76
16277 1750 858
19928 13230 723
10034 2462 826
23478 20716 453
24585 13582 575
23035 14694 175
4053 6201 781
14496 22188 732
5584 11758 555
13386 22477 25
10711 3125 707
15607 12716 201
18490 16373 172
24086 12359 754
16963 17853 653
11584 11851 427
4562 8651 104
16606 1409 144
2350 7363 712
6376 804 260
1687 23375 950
22683 6211 999
3347 23015 847
19979 3790 693
3100 4466 260
3195 18822 833
7740 7592 125
20206 2599 14
21286 18583 704
18720 820 124
6472 15947 29
1788 13700 580
9385 24128 963
20177 10017 259
9153 18428 801
3222 15500 5
20018 4892 505
4154 15516 314
20045 14497 68
4738 7639 644
18635 6952 493
5827 6983 999
14177 3620 776
18574 16372 768
20049 10370 612
9482 12466 60
5762 16064 879
23881 13150 560
3828 19692 631
24489 23478 958
2616 24901 861
1357 13478 968
8578 10704 737
22131 3706 698
11173 22492 340
10145 11724 347
9665 3417 637
7926 10936 271
13734 14488 109
7291 22636 133
12801 14327 870
3240 21830 511
20821 10403 541
22001 11665 390
4675 18450 961
16644 12519 620
19960 23625 725
23414 10080 136
9527 9489 240
15786 11634 885
1489 13467 730
17084 13672 620
8569 22693 3
9724 7979 128
1957 6630 461
13708 6646 350
6656 12431 849
24733 121 652
22405 13921 45
15480 3801 271
24456 16337 744
1266 16503 742
12040 11076 162
22269 17439 729
1307 23236 589
13670 14849 382
14806 10437 935
7757 7396 598
17341 12715 4
6748 3927 855
12025 5636 852
8227 20835 489
1887 24593 551
9038 4267 452
5233 14437 700
15187 8686 520
9071 21350 908
9172 12643 283
10659 10714 240
5892 17935 354
7651 5316 662
14282 24743 220
10631 11140 943
24744 1612 843
21447 19605 820
13700 13312 357
2248 12874 406
6086 12445 148
3624 17256 33
3639 17516 68
9492 21387 706
9707 20658 128
20247 16130 697
14301 1232 475
18234 15375 49
19576 4565 660
21612 22964 804
2646 17982 584
20494 11980 71
18861 10502 647
7903 20449 821
6819 5400 304
15180 14673 427
564 13151 213
19397 1085 874
15935 6807 594
3560 22505 875
2111 2468 799
10301 19622 789
12582 14407 319
9176 21525 205
22591 3984 611
3581 15945 685
17354 19267 460
2425 13874 696
13166 16020 899
13311 2056 461
13725 18741 117
12584 16980 8
9811 7881 829
20218 3336 699
20218 3449 418
8850 23704 4
18630 19446 10
17505 13137 -10
8835 8685 948
22622 16864 383
20953 16669 953
17213 4080 357
23691 21719 110
10493 21160 722
8425 16176 414
19708 17274 686
6714 16617 674
4373 16798 176
12770 13627 160
9276 12618 783
17176 23666 387
23180 3271 86
19246 16034 179
17229 23089 987
12724 17766 996
20863 17855 455
10432 2827 507
8577 19884 839
6229 9758 336
14318 11264 967
11049 1773 45
7096 2047 902
4586 3469 566
11397 23578 386
3363 5703 572
23550 5747 523
4621 3848 407
7600 7715 436
22221 19920 651
14324 14313 248
2370 7666 548
13222 223 367
5764 2350 984
7263 23645 963
7687 23560 862
1994 3091 664
8082 7624 470
20087 138 880
4163 17098 919
17464 11186 47
10041 24294 181
11654 13227 532
14677 17508 330
690 4941 30
21130 10009 909
20356 22874 558
13116 23009 764
21844 22431 315
24564 8781 295
9953 126 905
22052 6522 332
10315 15878 784
18248 12242 48
13315 165 483
14394 9108 912
18066 4977 665
19041 22848 336
13780 23158 988
14206 14937 425
2830 2979 534
24627 13495 728
863 11764 465
14051 8815 192
3427 1288 438
2751 9819 277
11630 15023 825
2550 9698 733
7342 2301 442
12923 22830 477
8343 14983 410
14862 19779 925
15035 22460 793
13959 22526 948
1859 23322 559
15035 1398 931
19748 18892 625
2166 10282 998
5074 12299 109
17716 4735 9
20310 16312 917
11945 12201 914
12091 23590 603
3024 3816 675
6259 9573 963
10747 11583 133
24233 1124 82
1647 5445 516
15621 22275 912
23158 10339 522
2852 15700 143
10188 9241 349
4223 8831 381
4000 6066 269
22937 21330 60
22298 14784 742
13891 14344 541
10923 22918 886
6929 18638 703
13489 7189 126
6740 4515 953
7514 10226 51
20090 19091 237
8288 231 333
4055 11258 257
6265 11755 870
10195 22623 871
3799 20894 496
13844 10667 147
9340 10846 606
9108 6989 991
2947 15939 732
21031 15163 289
14905 10228 786
950 11250 333
10749 12614 161
2630 426 206
18108 24198 449
7594 9019 221
19131 3835 163
21262 2630 602
817 23465 512
24068 16545 868
22151 2557 726
17171 16387 121
10795 9458 742
8674 11852 264
18778 9661 822
9759 21808 316
17349 21602 974
14678 1521 397
16081 3582 209
787 20724 873
17845 20018 317
16404 3686 548
23087 18350 270
9238 17228 584
14045 3217 101
12736 24989 175
8400 2807 234
15226 12749 118
18592 16175 887
23154 18637 867
11563 7802 314
5272 669 235
22966 24562 475
9850 2392 74
24699 24735 419
4479 10959 248
7075 10646 734
24514 4524 577
7705 4928 828
6438 6971 443
482 12469 769
6717 21821 845
23263 21384 885
20277 16212 522
22920 8201 179
16420 379 915
18318 1364 516
20906 18927 780
22936 19513 557
12614 5562 996
5217 12605 384
20193 10085 279
383 18731 571
16008 13969 26
229 21369 20
11247 8568 841
15135 6556 651
24183 11494 472
16847 14733 787
14476 23983 867
2064 5295 279
1150 8541 580
24401 18906 647
8497 3421 410
16171 10725 72
24731 6636 319
19830 12564 504
23557 10336 777
20771 10929 668
22538 2996 676
8978 19352 853
11810 22824 366
21722 4855 988
22391 19553 400
5194 22665 312
6647 24273 974
18630 6503 5
3661 6658 557
1676 4304 481
9521 17144 67
15789 23464 76
4887 1336 178
1438 7037 324
20321 1238 832
3394 16065 565
7000 20989 599
20882 6092 953
8752 12543 873
9711 1880 738
12861 18731 138
18802 17262 976
21031 1648 75
22237 17583 41
16313 1306 468
4502 24198 945
2185 13540 133
6491 1422 467
11821 6749 935
23283 15930 712
19006 1422 798
8192 10678 994
6699 7906 453
22370 8320 60
6222 1774 622
20320 12715 304
15315 21001 951
5083 12369 83
10438 7636 165
16728 13447 560
8416 17595 418
13464 3432 239
22848 12378 636
17153 14383 771
8903 13039 920
5970 8468 203
5001 14832 599
7284 15775 769
3245 2851 755
16585 14966 458
2176 18243 509
24593 11473 485
14315 15965 483
20953 9934 904
17073 11506 925
3087 20644 441
22001 10088 291
11290 4768 870
22854 9793 358
21261 8068 468
23400 6376 618
6019 10966 815
7938 19458 236
4193 21195 -6
2668 12465 220
13618 344 363
22897 16871 435
14112 13354 251
13058 6750 180
12411 18571 688
5903 8553 170
11852 9830 452
17284 11261 465
6752 13291 585
15292 9655 324
22324 4635 330
16535 9564 852
21039 22511 793
24482 12558 693
17378 2323 800
20533 4011 53
21393 5197 480
9665 14861 950
18948 559 102
497 4587 156
9828 7843 608
22286 14763 6
16678 9888 612
17589 15970 241
415 2556 545
13601 19322 354
15835 5838 908
18642 14158 794
19340 15568 80
12023 21404 307
15399 19994 474
18954 17838 579
12067 23637 296
15544 23629 82
1082 12726 587
10378 3943 45
11580 19062 -7
18166 6120 245
6785 12405 7
11566 6999 422
10661 23681 492
20716 11481 584
4195 18341 289
18432 11237 371
7476 20794 122
5685 23238 555
3993 7207 297
663 5485 555
10703 22485 59
22181 14690 541
3900 22605 780
706 7135 932
17008 19564 132
13237 10153 845
24909 8903 65
23616 14043 192
17710 2754 677
17213 23497 712
10745 10931 133
20150 5043 656
16891 20207 313
14797 24759 376
15678 20233 951
18483 14333 501
9701 8102 579
22540 8091 508
15093 17643 967
22066 13831 817
20892 22586 677
10338 6283 410
