17000 17015
161 14218 -289
14535 161 -97
14679 14535 -656
16867 14679 -452
1291 16867 -686
7619 1291 -385
7175 7619 -430
15500 7175 -680
9147 15500 -177
16254 9147 -505
5050 16254 -556
15357 5050 -519
6868 15357 -765
12488 6868 -641
3795 12488 -360
13723 3795 -807
3367 13723 -8
15478 3367 -117
2860 15478 -721
15658 2860 -602
2890 15658 -268
9374 2890 -868
14735 9374 -542
12673 14735 -819
5792 12673 -612
5587 5792 -480
15961 5587 -17
4718 15961 -958
876 4718 -470
5846 876 -427
12650 5846 -355
3929 12650 -282
3225 3929 -756
8004 3225 -772
7631 8004 -637
16057 7631 -390
9767 16057 -296
15130 9767 -85
222 15130 -777
6432 222 -309
14241 6432 -915
11896 14241 -869
540 11896 -341
13667 540 -42
668 13667 -701
4073 668 -44
8336 4073 -636
9040 8336 -394
8309 9040 -258
9562 8309 -323
5693 9562 -235
2116 5693 -948
1843 2116 -257
8786 1843 -168
2591 8786 -735
3437 2591 -217
6408 3437 -453
16821 6408 -243
13411 16821 -423
3744 13411 -100
5508 3744 -416
7667 5508 -514
12883 7667 -907
15660 12883 -969
13496 15660 -226
6108 13496 -612
2227 6108 -522
5424 2227 -341
11068 5424 -598
7407 11068 -136
5437 7407 -813
11297 5437 -890
15578 11297 -679
9389 15578 -516
1580 9389 -822
14880 1580 -239
6782 14880 -334
4149 6782 -501
14305 4149 -246
4299 14305 -98
11595 4299 -723
11912 11595 -659
9014 11912 -50
93 9014 -326
11391 93 -861
117 11391 -488
6969 117 -972
2654 6969 -778
7778 2654 -971
10575 7778 -772
11911 10575 -897
14123 11911 -472
14789 14123 -606
13110 14789 -451
7285 13110 -157
11965 7285 -816
1584 11965 -373
14710 1584 -873
14855 14710 -657
10271 14855 -704
6672 10271 -590
6571 6672 -955
13087 6571 -473
3058 13087 -726
7780 3058 -61
15055 7780 -246
14835 15055 -174
3408 14835 -927
8123 3408 -951
4566 8123 -492
16026 4566 -791
2137 16026 -695
10912 2137 -725
2315 10912 -347
11947 2315 -374
4070 11947 -544
5530 4070 -231
2134 5530 -252
3483 2134 -557
10021 3483 -255
8333 10021 -718
7684 8333 -685
12077 7684 -93
163 12077 -914
16717 163 -97
8428 16717 -110
16939 8428 -530
14022 16939 -362
6468 14022 -626
10724 6468 -675
281 10724 -721
15279 281 -928
833 15279 -809
13916 833 -206
14736 13916 -37
11892 14736 -17
10870 11892 -109
13020 10870 -795
8772 13020 -301
4237 8772 -202
2959 4237 -913
7532 2959 -281
3014 7532 -750
5704 3014 -786
16583 5704 -733
11493 16583 -476
10846 11493 -984
5205 10846 -619
7666 5205 -57
5730 7666 -900
4576 5730 -746
14025 4576 -223
16842 14025 -704
10368 16842 -68
13455 10368 -165
11582 13455 -10
14043 11582 -784
5336 14043 -914
14099 5336 -97
15862 14099 -36
8764 15862 -804
5565 8764 -842
7618 5565 -50
12751 7618 -668
645 12751 -862
3728 645 -337
13080 3728 -433
8520 13080 -788
8947 8520 -22
811 8947 -531
16113 811 -371
8128 16113 -599
7033 8128 -116
10103 7033 -452
16995 10103 -251
9402 16995 -99
8039 9402 -678
13835 8039 -535
9195 13835 -383
13284 9195 -846
216 13284 -632
665 216 -888
8653 665 -907
10524 8653 -922
15743 10524 -391
160 15743 -106
11605 160 -64
6753 11605 -17
7177 6753 -868
16711 7177 -73
14619 16711 -506
10998 14619 -96
10228 10998 -177
3221 10228 -597
16578 3221 -85
4702 16578 -788
423 4702 -198
1800 423 -116
5318 1800 -470
1337 5318 -422
12662 1337 -993
1011 12662 -757
13593 1011 -49
14595 13593 -398
9507 14595 -64
11402 9507 -837
12116 11402 -534
6191 12116 -416
1589 6191 -710
6554 1589 -250
12555 6554 -875
4904 12555 -426
10034 4904 -23
11801 10034 -760
2711 11801 -57
16480 2711 -649
11442 16480 -164
9405 11442 -919
418 9405 -701
9316 418 -471
14642 9316 -853
6466 14642 -578
11597 6466 -358
11366 11597 -158
6097 11366 -474
12816 6097 -334
13332 12816 -456
7294 13332 -897
106 7294 -569
5719 106 -327
3557 5719 -370
8516 3557 -128
2966 8516 -134
6748 2966 -179
14910 6748 -797
7140 14910 -856
12341 7140 -796
8219 12341 -355
132 8219 -720
9518 132 -188
12871 9518 -366
6453 12871 -678
13868 6453 -956
14548 13868 -606
15264 14548 -436
14531 15264 -308
15826 14531 -554
11467 15826 -292
4742 11467 -862
9852 4742 -331
6692 9852 -23
2761 6692 -347
11345 2761 -851
14939 11345 -741
2317 14939 -827
8557 2317 -429
2610 8557 -111
2768 2610 -76
8315 2768 -829
15464 8315 -811
4757 15464 -799
15081 4757 -538
890 15081 -167
7552 890 -9
601 7552 -12
7869 601 -667
947 7869 -809
8917 947 -436
5480 8917 -193
11518 5480 -408
7149 11518 -343
13543 7149 -148
714 13543 -941
2048 714 -579
1830 2048 -690
5513 1830 -74
14726 5513 -80
4985 14726 -644
14795 4985 -944
9187 14795 -865
12536 9187 -782
6908 12536 -262
9474 6908 -235
14453 9474 -365
12379 14453 -509
11814 12379 -121
11884 11814 -507
1990 11884 -477
7885 1990 -727
10442 7885 -550
9190 10442 -363
7141 9190 -88
11019 7141 -551
12941 11019 -637
15625 12941 -844
12605 15625 -993
818 12605 -884
15415 818 -495
11694 15415 -4
2007 11694 -114
13056 2007 -207
1128 13056 -251
13182 1128 -53
9627 13182 -931
12216 9627 -652
10995 12216 -881
15299 10995 -638
9605 15299 -727
6955 9605 -770
5564 6955 -896
6003 5564 -346
10832 6003 -747
13458 10832 -140
6592 13458 -336
8738 6592 -43
11026 8738 -222
16407 11026 -548
8292 16407 -832
3105 8292 -101
6001 3105 -463
7053 6001 -115
6846 7053 -886
8505 6846 -250
10341 8505 -266
12128 10341 -26
9847 12128 -760
13050 9847 -729
11226 13050 -369
1078 11226 -694
7038 1078 -637
8489 7038 -638
4066 8489 -308
1671 4066 -93
2680 1671 -851
12719 2680 -377
7919 12719 -990
8416 7919 -635
3907 8416 -680
11618 3907 -318
4310 11618 -973
11033 4310 -396
6899 11033 -744
7399 6899 -833
11056 7399 -903
10599 11056 -608
7319 10599 -113
1577 7319 -645
5593 1577 -821
14786 5593 -64
5559 14786 -536
3143 5559 -729
12749 3143 -906
5352 12749 -523
7157 5352 -378
2314 7157 -178
413 2314 -857
15589 413 -263
13604 15589 -363
5221 13604 -567
2557 5221 -16
15360 2557 -841
725 15360 -935
13748 725 -391
977 13748 -175
1732 977 -716
11743 1732 -802
11265 11743 -723
3784 11265 -143
7128 3784 -18
660 7128 -472
3032 660 -820
15410 3032 -427
15455 15410 -916
6726 15455 -651
1188 6726 -283
755 1188 -359
9734 755 -81
13343 9734 -17
16844 13343 -43
11558 16844 -347
13879 11558 -384
16961 13879 -915
4360 16961 -855
289 4360 -687
13333 289 -190
1077 13333 -491
151 1077 -332
4192 151 -580
11490 4192 -144
10469 11490 -685
7253 10469 -444
2397 7253 -943
827 2397 -950
5813 827 -699
15148 5813 -512
11338 15148 -853
15351 11338 -708
12256 15351 -174
3374 12256 -148
5690 3374 -333
3170 5690 -848
12862 3170 -920
142 12862 -959
8032 142 -449
1426 8032 -58
7066 1426 -867
15508 7066 -530
11158 15508 -571
8812 11158 -608
4687 8812 -408
5531 4687 -428
8891 5531 -887
14753 8891 -213
8730 14753 -967
4398 8730 -360
3498 4398 -277
2804 3498 -973
8703 2804 -322
6767 8703 -390
4708 6767 -900
9161 4708 -83
14629 9161 -752
8611 14629 -634
9695 8611 -982
6479 9695 -261
806 6479 -338
7181 806 -976
11458 7181 -453
5998 11458 -76
5172 5998 -824
15605 5172 -818
12015 15605 -561
13746 12015 -94
10622 13746 -90
7833 10622 -815
13463 7833 -608
3962 13463 -696
8009 3962 -959
1315 8009 -213
14116 1315 -282
1464 14116 -460
12861 1464 -814
9612 12861 -329
6352 9612 -810
6389 6352 -327
14027 6389 -709
6145 14027 -466
1215 6145 -973
12437 1215 -720
3958 12437 -437
9210 3958 -602
15361 9210 -256
13980 15361 -336
1687 13980 -602
4720 1687 -216
12663 4720 -323
16068 12663 -309
12732 16068 -733
978 12732 -791
15874 978 -64
2199 15874 -829
7404 2199 -465
8432 7404 -319
12957 8432 -723
467 12957 -715
6790 467 -981
14973 6790 -733
8100 14973 -215
13937 8100 -236
14128 13937 -974
5632 14128 -692
6351 5632 -364
8511 6351 -599
15300 8511 -930
6034 15300 -464
14344 6034 -691
7417 14344 -805
6381 7417 -941
1948 6381 -815
15367 1948 -734
8254 15367 -735
15486 8254 -501
11461 15486 -407
13420 11461 -832
11590 13420 -697
6337 11590 -365
3048 6337 -222
6581 3048 -752
10240 6581 -247
3263 10240 -394
9940 3263 -925
14349 9940 -517
15922 14349 -119
2901 15922 -751
199 2901 -578
13034 199 -769
8989 13034 -361
14896 8989 -993
1339 14896 -784
16493 1339 -22
2422 16493 -158
14690 2422 -818
515 14690 -135
13795 515 -282
4812 13795 -670
4723 4812 -86
3206 4723 -587
3746 3206 -314
6760 3746 -801
4186 6760 -784
15460 4186 -158
16634 15460 -576
9387 16634 -241
9039 9387 -650
14229 9039 -45
7048 14229 -485
6839 7048 -100
11365 6839 -183
4971 11365 -796
6771 4971 -181
15495 6771 -451
2126 15495 -2
5023 2126 -914
11236 5023 -317
15371 11236 -865
1947 15371 -963
9213 1947 -171
7292 9213 -550
653 7292 -830
8092 653 -461
13269 8092 -607
15842 13269 -294
1692 15842 -248
9426 1692 -641
11453 9426 -126
13821 11453 -627
9732 13821 -12
49 9732 -848
12823 49 -481
3494 12823 -976
7297 3494 -536
13832 7297 -604
3658 13832 -663
10346 3658 -876
13470 10346 -687
479 13470 -652
6167 479 -485
14895 6167 -350
12110 14895 -713
9274 12110 -218
15572 9274 -195
11871 15572 -577
16236 11871 -753
8375 16236 -405
15533 8375 -486
15237 15533 -15
12213 15237 -829
6811 12213 -629
4765 6811 -322
12372 4765 -967
15108 12372 -682
13935 15108 -355
14131 13935 -268
4222 14131 -271
6515 4222 -896
12828 6515 -612
661 12828 -898
7189 661 -48
4921 7189 -951
15971 4921 -346
1435 15971 -890
4019 1435 -181
12020 4019 -309
1562 12020 -858
7516 1562 -843
182 7516 -369
1552 182 -672
857 1552 -211
15211 857 -725
7527 15211 -540
6140 7527 -850
14822 6140 -948
9834 14822 -90
6119 9834 -572
2900 6119 -672
3763 2900 -387
12759 3763 -706
7286 12759 -836
5290 7286 -608
9758 5290 -61
4977 9758 -368
11637 4977 -822
6158 11637 -863
9177 6158 -577
223 9177 -935
14518 223 -400
1376 14518 -262
1331 1376 -523
9913 1331 -26
4228 9913 -88
13281 4228 -433
6733 13281 -946
7822 6733 -590
11409 7822 -407
9745 11409 -486
1664 9745 -482
9635 1664 -856
13838 9635 -616
2781 13838 -21
12232 2781 -663
4369 12232 -495
9004 4369 -838
12856 9004 -589
12422 12856 -870
14115 12422 -497
10121 14115 -623
3611 10121 -649
12181 3611 -364
13953 12181 -597
9164 13953 -515
4586 9164 -573
11647 4586 -123
5207 11647 -291
2069 5207 -739
16355 2069 -307
8117 16355 -432
4104 8117 -198
11816 4104 -105
499 11816 -652
15255 499 -111
11446 15255 -734
15470 11446 -116
9922 15470 -927
16340 9922 -418
14047 16340 -389
13085 14047 -881
5799 13085 -740
6502 5799 -500
9476 6502 -512
527 9476 -304
12439 527 -246
1574 12439 -48
13812 1574 -322
129 13812 -309
1634 129 -619
2294 1634 -568
14375 2294 -848
16338 14375 -242
516 16338 -347
4069 516 -919
8749 4069 -911
5614 8749 -228
5130 5614 -234
15585 5130 -463
7359 15585 -189
1906 7359 -469
2709 1906 -102
4422 2709 -161
336 4422 -451
1927 336 -323
8185 1927 -368
4719 8185 -198
3049 4719 -662
1594 3049 -859
10746 1594 -292
7824 10746 -928
7590 7824 -56
13146 7590 -264
2623 13146 -582
221 2623 -951
12227 221 -962
14402 12227 -482
2538 14402 -315
2122 2538 -270
8346 2122 -462
2186 8346 -224
8409 2186 -931
2715 8409 -338
13451 2715 -687
10891 13451 -603
12900 10891 -887
12924 12900 -806
3401 12924 -736
7195 3401 -664
2188 7195 -336
829 2188 -281
1791 829 -573
287 1791 -820
10380 287 -98
11463 10380 -402
15996 11463 -580
10209 15996 -429
4401 10209 -323
7940 4401 -161
6956 7940 -26
225 6956 -405
14730 225 -374
14942 14730 -45
817 14942 -158
11509 817 -966
7134 11509 -598
2213 7134 -429
4741 2213 -774
8085 4741 -789
3758 8085 -883
13196 3758 -704
3791 13196 -436
15349 3791 -831
11767 15349 -822
3423 11767 -564
9512 3423 -974
11129 9512 -476
8722 11129 -309
9629 8722 -712
11992 9629 -120
1463 11992 -486
5257 1463 -535
8098 5257 -560
13418 8098 -299
12949 13418 -729
16700 12949 -757
5992 16700 -196
8035 5992 -507
12189 8035 -776
6201 12189 -732
13192 6201 -624
4152 13192 -459
15535 4152 -667
6457 15535 -173
11798 6457 -41
3726 11798 -991
3837 3726 -139
1698 3837 -442
14836 1698 -309
3626 14836 -396
15077 3626 -458
3719 15077 -295
16160 3719 -592
123 16160 -26
1706 123 -123
2845 1706 -428
1501 2845 -414
9963 1501 -246
16521 9963 -685
4441 16521 -341
8463 4441 -957
5612 8463 -608
1505 5612 -799
14343 1505 -486
4468 14343 -302
16609 4468 -640
7477 16609 -259
16460 7477 -536
13932 16460 -287
16949 13932 -111
15637 16949 -227
1962 15637 -653
11176 1962 -531
1879 11176 -239
14670 1879 -685
9974 14670 -915
8742 9974 -589
9149 8742 -883
3028 9149 -910
12563 3028 -306
15146 12563 -983
8335 15146 -157
1350 8335 -312
5668 1350 -351
11350 5668 -877
3179 11350 -746
12376 3179 -531
4355 12376 -725
6269 4355 -608
10779 6269 -990
11422 10779 -717
2683 11422 -934
15674 2683 -796
9738 15674 -775
14293 9738 -450
7426 14293 -686
12229 7426 -826
8051 12229 -978
5332 8051 -531
4838 5332 -578
10946 4838 -515
11872 10946 -841
81 11872 -318
12367 81 -675
15902 12367 -610
6583 15902 -992
651 6583 -90
265 651 -742
14805 265 -991
2128 14805 -890
462 2128 -847
15937 462 -224
4980 15937 -162
14112 4980 -264
5117 14112 -535
7693 5117 -538
13069 7693 -134
16019 13069 -675
8600 16019 -232
6871 8600 -456
11200 6871 -882
4915 11200 -502
335 4915 -117
12012 335 -961
6844 12012 -887
6164 6844 -693
3523 6164 -800
82 3523 -470
12677 82 -467
14935 12677 -579
11479 14935 -792
12599 11479 -252
8028 12599 -728
1858 8028 -335
3476 1858 -866
7889 3476 -1
4823 7889 -372
2617 4823 -757
15224 2617 -642
16774 15224 -791
3152 16774 -24
1055 3152 -101
9477 1055 -31
822 9477 -834
7423 822 -112
1748 7423 -37
874 1748 -208
8019 874 -33
10239 8019 -877
5584 10239 -85
15449 5584 -913
14468 15449 -974
13335 14468 -988
11974 13335 -30
7169 11974 -556
7543 7169 -518
13406 7543 -52
16870 13406 -466
7736 16870 -880
2993 7736 -480
16758 2993 -883
11757 16758 -122
16721 11757 -650
433 16721 -542
9804 433 -334
9685 9804 -35
3810 9685 -127
7727 3810 -133
7369 7727 -347
8582 7369 -687
16403 8582 -389
6880 16403 -349
15320 6880 -559
8426 15320 -867
16275 8426 -517
16983 16275 -544
14143 16983 -575
12986 14143 -212
13643 12986 -698
16417 13643 -236
14237 16417 -16
2471 14237 -48
8887 2471 -935
15492 8887 -702
1737 15492 -533
8381 1737 -398
8217 8381 -530
14159 8217 -620
9457 14159 -285
3899 9457 -158
3166 3899 -234
12987 3166 -426
13524 12987 -976
14164 13524 -631
11067 14164 -770
2042 11067 -728
7537 2042 -749
11630 7537 -644
3925 11630 -100
11653 3925 -880
15436 11653 -150
10697 15436 -44
10363 10697 -44
3470 10363 -162
10479 3470 -942
4890 10479 -36
8283 4890 -802
9567 8283 -836
5305 9567 -385
14310 5305 -637
15230 14310 -502
15921 15230 -466
11517 15921 -632
15722 11517 -133
10928 15722 -401
1256 10928 -370
14658 1256 -607
10418 14658 -615
11417 10418 -432
4864 11417 -740
11792 4864 -744
4043 11792 -402
1987 4043 -383
15062 1987 -92
7204 15062 -204
15898 7204 -779
419 15898 -712
7436 419 -937
15005 7436 -253
12755 15005 -594
1184 12755 -761
4587 1184 -658
12733 4587 -412
13776 12733 -46
15530 13776 -143
10375 15530 -428
2129 10375 -916
1658 2129 -184
4639 1658 -893
2142 4639 -564
4167 2142 -156
5592 4167 -576
2866 5592 -475
14919 2866 -500
5975 14919 -974
14582 5975 -170
12659 14582 -927
999 12659 -544
13129 999 -385
2173 13129 -32
13987 2173 -941
454 13987 -38
14228 454 -990
636 14228 -557
14689 636 -287
4022 14689 -336
9491 4022 -341
7556 9491 -884
16554 7556 -859
4109 16554 -826
8605 4109 -526
12019 8605 -349
159 12019 -63
2649 159 -650
2587 2649 -783
6155 2587 -484
1449 6155 -581
9885 1449 -267
5926 9885 -857
8211 5926 -687
4488 8211 -775
16466 4488 -352
9234 16466 -289
8340 9234 -870
7233 8340 -66
748 7233 -802
8953 748 -456
10982 8953 -489
6267 10982 -34
1814 6267 -328
10629 1814 -522
5769 10629 -881
2256 5769 -402
12295 2256 -362
6745 12295 -751
12164 6745 -942
5439 12164 -417
16368 5439 -316
1802 16368 -180
11114 1802 -612
13117 11114 -491
9077 13117 -203
16762 9077 -951
13480 16762 -102
8387 13480 -165
12782 8387 -185
9931 12782 -229
14192 9931 -798
3709 14192 -846
9998 3709 -24
1573 9998 -845
6066 1573 -186
11175 6066 -639
1218 11175 -898
13952 1218 -200
1003 13952 -542
677 1003 -314
3754 677 -291
13384 3754 -895
5474 13384 -681
8193 5474 -290
7535 8193 -668
10815 7535 -764
10804 10815 -578
10561 10804 -214
12720 10561 -551
4033 12720 -691
1475 4033 -983
9259 1475 -221
15338 9259 -801
15661 15338 -529
13884 15661 -810
2426 13884 -945
9744 2426 -795
11525 9744 -314
15519 11525 -843
15173 15519 -740
8813 15173 -591
6715 8813 -736
12892 6715 -308
11920 12892 -19
10960 11920 -731
553 10960 -591
15942 553 -47
3730 15942 -653
12486 3730 -736
16972 12486 -626
13180 16972 -728
2847 13180 -619
6861 2847 -808
14447 6861 -275
14810 14447 -834
1219 14810 -701
7557 1219 -578
16902 7557 -101
5307 16902 -115
6160 5307 -673
12730 6160 -830
8280 12730 -107
197 8280 -296
7366 197 -123
6785 7366 -326
9516 6785 -284
12334 9516 -902
885 12334 -916
3407 885 -859
5647 3407 -566
6922 5647 -294
3519 6922 -667
2626 3519 -35
2453 2626 -374
10383 2453 -214
9526 10383 -76
7213 9526 -108
9406 7213 -513
2285 9406 -136
12938 2285 -498
5254 12938 -475
15377 5254 -85
10181 15377 -676
11480 10181 -742
12948 11480 -417
8086 12948 -516
8001 8086 -69
12106 8001 -22
4316 12106 -914
1416 4316 -382
1749 1416 -900
8131 1749 -132
8314 8131 -646
6584 8314 -461
293 6584 -759
13783 293 -989
1899 13783 -36
12515 1899 -822
2439 12515 -496
14741 2439 -460
11697 14741 -266
10190 11697 -290
5768 10190 -206
4749 5768 -34
5611 4749 -526
11873 5611 -929
14907 11873 -365
8926 14907 -47
12458 8926 -330
4130 12458 -657
9444 4130 -116
13292 9444 -294
15852 13292 -26
757 15852 -882
16025 757 -818
13189 16025 -34
2257 13189 -870
3431 2257 -170
4646 3431 -232
7716 4646 -442
12814 7716 -70
11825 12814 -168
4063 11825 -454
12850 4063 -71
7332 12850 -904
772 7332 -153
7572 772 -286
12975 7572 -960
13057 12975 -147
6075 13057 -373
7680 6075 -545
975 7680 -226
15846 975 -114
12824 15846 -775
11659 12824 -291
3932 11659 -442
14798 3932 -144
9879 14798 -271
1811 9879 -720
15412 1811 -326
8898 15412 -262
3308 8898 -473
14255 3308 -147
7028 14255 -903
6251 7028 -374
15059 6251 -105
10078 15059 -931
13839 10078 -208
1091 13839 -606
3203 1091 -957
7876 3203 -973
13063 7876 -436
2563 13063 -276
3447 2563 -873
13702 3447 -944
14556 13702 -561
3947 14556 -428
16828 3947 -753
14399 16828 -284
407 14399 -390
7459 407 -179
10308 7459 -649
14941 10308 -416
5165 14941 -990
13327 5165 -185
10153 13327 -710
4317 10153 -62
1173 4317 -930
6819 1173 -736
9160 6819 -825
15310 9160 -887
16126 15310 -433
1379 16126 -688
13773 1379 -879
11340 13773 -118
16675 11340 -632
13353 16675 -343
10734 13353 -626
915 10734 -670
10526 915 -567
13840 10526 -522
897 13840 -533
13798 897 -899
5577 13798 -913
16408 5577 -69
2841 16408 -626
4548 2841 -418
14894 4548 -34
9754 14894 -498
207 9754 -460
11748 207 -889
13474 11748 -71
7718 13474 -491
14549 7718 -684
758 14549 -588
4364 758 -351
12631 4364 -256
362 12631 -949
1342 362 -293
16818 1342 -283
9832 16818 -64
11643 9832 -31
11181 11643 -122
15869 11181 -943
8043 15869 -384
14096 8043 -892
8470 14096 -715
13919 8470 -830
4129 13919 -61
1860 4129 -869
6849 1860 -339
13342 6849 -776
813 13342 -201
3637 813 -722
4553 3637 -418
5788 4553 -531
12679 5788 -592
10474 12679 -179
6548 10474 -36
15782 6548 -515
14041 15782 -849
4860 14041 -642
12517 4860 -805
1897 12517 -73
8965 1897 -212
16617 8965 -61
12201 16617 -423
5534 12201 -501
4525 5534 -718
4037 4525 -981
692 4037 -490
8856 692 -796
8022 8856 -349
16202 8022 -345
3742 16202 -25
8208 3742 -96
1450 8208 -45
12570 1450 -1000
8799 12570 -356
14328 8799 -755
8586 14328 -959
14087 8586 -809
356 14087 -890
3047 356 -90
16595 3047 -149
16660 16595 -979
9671 16660 -667
1653 9671 -154
13191 1653 -990
15047 13191 -996
9890 15047 -375
6891 9890 -387
16079 6891 -674
1439 16079 -371
14953 1439 -696
10424 14953 -911
6517 10424 -845
15543 6517 -844
13264 15543 -697
2877 13264 -529
11009 2877 -724
1547 11009 -535
1581 1547 -420
14718 1581 -670
2565 14718 -730
547 2565 -543
16373 547 -845
2512 16373 -421
14985 2512 -823
13689 14985 -324
7049 13689 -720
16748 7049 -175
5777 16748 -846
13234 5777 -672
6422 13234 -619
5369 6422 -357
14155 5369 -628
7814 14155 -930
7776 7814 -276
8925 7776 -388
15152 8925 -551
16805 15152 -397
6292 16805 -889
8831 6292 -627
4837 8831 -548
2484 4837 -350
13742 2484 -491
14628 13742 -838
4087 14628 -968
15848 4087 -721
8868 15848 -992
14222 8868 -346
1676 14222 -578
6643 1676 -897
5801 6643 -883
3938 5801 -384
3989 3938 -109
1295 3989 -953
4276 1295 -476
426 4276 -574
7138 426 -560
1736 7138 -150
11862 1736 -983
3270 11862 -601
1234 3270 -530
8482 1234 -769
15532 8482 -7
8740 15532 -322
10396 8740 -286
7863 10396 -134
1601 7863 -447
2479 1601 -52
15744 2479 -99
8801 15744 -950
1870 8801 -380
11886 1870 -570
13768 11886 -809
9586 13768 -917
4471 9586 -149
16883 4471 -89
2912 16883 -691
13495 2912 -91
10797 13495 -382
13232 10797 -689
10539 13232 -807
8741 10539 -364
11956 8741 -407
530 11956 -627
7039 530 -463
3900 7039 -919
13082 3900 -928
9736 13082 -338
4663 9736 -782
16284 4663 -167
9352 16284 -122
16428 9352 -217
15386 16428 -426
6620 15386 -659
8861 6620 -340
14329 8861 -17
8679 14329 -765
3089 8679 -318
14542 3089 -571
8661 14542 -472
7507 8661 -761
15301 7507 -775
5796 15301 -63
7465 5796 -144
9272 7465 -711
2619 9272 -414
16155 2619 -126
4867 16155 -637
8814 4867 -198
3087 8814 -212
6031 3087 -210
4550 6031 -957
2286 4550 -629
6130 2286 -96
1175 6130 -785
8735 1175 -830
9218 8735 -376
2228 9218 -569
15703 2228 -856
3605 15703 -553
8612 3605 -474
2630 8612 -767
7597 2630 -839
6248 7597 -256
4282 6248 -791
6382 4282 -456
13091 6382 -860
10323 13091 -137
11376 10323 -87
154 11376 -844
14100 154 -840
6713 14100 -648
13326 6713 -42
735 13326 -776
14286 735 -802
2980 14286 -406
13423 2980 -966
11893 13423 -747
13764 11893 -606
14660 13764 -364
13719 14660 -283
4059 13719 -50
9182 4059 -308
16637 9182 -607
9057 16637 -945
11860 9057 -421
7771 11860 -840
3171 7771 -865
15021 3171 -199
15025 15021 -582
2033 15025 -797
3258 2033 -187
7643 3258 -307
3672 7643 -974
12904 3672 -336
964 12904 -853
4416 964 -649
6505 4416 -822
13425 6505 -918
9154 13425 -434
15057 9154 -36
11443 15057 -774
2754 11443 -174
11177 2754 -628
4902 11177 -213
2174 4902 -640
14906 2174 -38
16904 14906 -468
9080 16904 -208
5875 9080 -290
1044 5875 -341
3478 1044 -734
4031 3478 -504
5712 4031 -431
6043 5712 -316
1482 6043 -454
5491 1482 -118
5303 5491 -603
9861 5303 -123
12190 9861 -117
16361 12190 -893
6617 16361 -424
10873 6617 -165
5988 10873 -801
5298 5988 -411
6967 5298 -980
4459 6967 -76
13947 4459 -425
12651 13947 -399
4200 12651 -975
15076 4200 -979
214 15076 -789
4150 214 -550
7339 4150 -37
16181 7339 -294
8608 16181 -365
1503 8608 -620
5383 1503 -377
9856 5383 -161
2620 9856 -104
11919 2620 -59
568 11919 -589
12400 568 -276
6663 12400 -346
14538 6663 -797
10753 14538 -425
16652 10753 -522
10705 16652 -906
7260 10705 -194
5431 7260 -537
